Type,X,Y
Salt,87,259
Salt,71,139
Salt,242,58
Salt,194,281
Salt,257,18
Salt,107,105
Salt,123,121
Salt,69,232
Salt,62,344
Salt,53,25
Salt,177,349
Salt,398,244
Salt,275,120
Salt,304,68
Salt,275,145
Salt,280,68
Salt,110,74
Salt,385,200
Salt,30,288
Salt,283,43
Salt,319,6
Salt,389,93
Salt,164,60
Salt,288,10
Salt,339,33
Salt,240,302
Salt,220,384
Salt,147,317
Salt,80,24
Salt,149,223
Salt,289,66
Salt,362,166
Salt,96,89
Salt,166,348
Salt,89,25
Salt,259,240
Salt,226,101
Salt,211,114
Salt,121,7
Salt,66,287
Salt,173,8
Salt,187,156
Salt,107,99
Salt,64,380
Salt,190,356
Salt,189,351
Salt,307,328
Salt,163,272
Salt,270,37
Salt,238,294
Salt,241,395
Salt,300,66
Salt,106,75
Salt,366,101
Salt,81,389
Salt,247,42
Salt,394,200
Salt,395,150
Salt,131,213
Salt,31,219
Salt,279,145
Salt,234,242
Salt,314,339
Salt,25,145
Salt,245,111
Salt,117,199
Salt,162,95
Salt,22,99
Salt,245,33
Salt,389,174
Salt,65,13
Salt,399,116
Salt,178,392
Salt,83,307
Salt,262,114
Salt,186,356
Salt,213,19
Salt,221,152
Salt,153,212
Salt,373,212
Salt,394,44
Salt,92,382
Salt,149,241
Salt,218,55
Salt,40,268
Salt,108,288
Salt,297,362
Salt,164,73
Salt,362,258
Salt,173,365
Salt,124,244
Salt,164,144
Salt,98,39
Salt,190,232
Salt,170,36
Salt,23,50
Salt,306,5
Salt,245,57
Salt,263,384
Salt,217,258
Salt,157,273
Salt,83,184
Salt,70,169
Salt,76,123
Salt,125,196
Salt,394,62
Salt,324,246
Salt,268,339
Salt,42,233
Salt,177,64
Salt,84,142
Salt,371,27
Salt,58,28
Salt,50,70
Salt,310,77
Salt,126,265
Salt,361,277
Salt,366,224
Salt,12,46
Salt,181,230
Salt,78,186
Salt,212,162
Salt,315,320
Salt,351,109
Salt,266,256
Salt,337,18
Salt,80,245
Salt,382,258
Salt,140,242
Salt,316,304
Salt,151,341
Salt,12,7
Salt,25,370
Salt,21,23
Salt,337,359
Salt,295,191
Salt,149,117
Salt,265,10
Salt,162,263
Salt,253,390
Salt,41,128
Salt,364,343
Salt,312,279
Salt,225,164
Salt,238,340
Salt,271,273
Salt,340,213
Salt,292,303
Salt,204,391
Salt,148,95
Salt,84,110
Salt,387,320
Salt,245,214
Salt,305,177
Salt,157,189
Salt,392,256
Salt,335,176
Salt,243,305
Salt,335,52
Salt,98,161
Salt,351,26
Salt,218,7
Salt,117,113
Salt,228,308
Salt,217,320
Salt,149,348
Salt,222,256
Salt,49,260
Salt,349,119
Salt,189,31
Salt,203,242
Salt,126,82
Salt,125,217
Salt,203,257
Salt,191,311
Salt,37,265
Salt,74,44
Salt,5,397
Salt,147,297
Salt,282,395
Salt,217,280
Salt,366,151
Salt,361,81
Salt,90,23
Salt,336,378
Salt,358,320
Salt,64,290
Salt,320,369
Salt,29,106
Salt,122,117
Salt,173,120
Salt,288,39
Salt,169,84
Salt,117,309
Salt,339,252
Salt,376,22
Salt,131,362
Salt,317,246
Salt,260,301
Salt,135,188
Salt,127,139
Salt,207,317
Salt,270,17
Salt,73,266
Salt,43,277
Salt,319,1
Salt,301,179
Salt,161,392
Salt,124,172
Salt,73,158
Salt,141,157
Salt,325,136
Salt,316,134
Salt,314,127
Salt,119,71
Salt,91,367
Salt,200,259
Salt,302,22
Salt,318,207
Salt,45,159
Salt,391,388
Salt,21,19
Salt,302,375
Salt,373,37
Salt,323,343
Salt,398,262
Salt,116,60
Salt,49,375
Salt,116,61
Salt,278,154
Salt,3,282
Salt,80,360
Salt,182,184
Salt,227,138
Salt,27,394
Salt,89,22
Salt,120,204
Salt,198,232
Salt,110,318
Salt,142,368
Salt,371,288
Salt,72,344
Salt,397,95
Salt,122,329
Salt,103,192
Salt,360,18
Salt,133,362
Salt,340,233
Salt,258,29
Salt,67,79
Salt,44,165
Salt,41,296
Salt,46,269
Salt,151,85
Salt,122,49
Salt,287,93
Salt,357,162
Salt,342,136
Salt,0,184
Salt,389,23
Salt,11,328
Salt,367,85
Salt,235,259
Salt,200,381
Salt,143,136
Salt,176,365
Salt,20,354
Salt,277,29
Salt,87,45
Salt,349,47
Salt,11,290
Salt,53,180
Salt,225,348
Salt,380,380
Salt,170,257
Salt,28,190
Salt,282,291
Salt,128,310
Salt,292,250
Salt,185,115
Salt,286,99
Salt,1,7
Salt,257,160
Salt,8,376
Salt,286,216
Salt,319,287
Salt,154,219
Salt,319,331
Salt,395,161
Salt,150,390
Salt,138,68
Salt,355,215
Salt,287,192
Salt,139,189
Salt,56,364
Salt,274,345
Salt,219,330
Salt,119,93
Salt,383,99
Salt,382,244
Salt,161,211
Salt,371,29
