Type,X,Y
Salt,377,48
Salt,264,174
Salt,33,18
Salt,273,81
Salt,289,324
Salt,357,280
Salt,323,143
Salt,114,307
Salt,129,265
Salt,273,31
Salt,376,62
Salt,47,293
Salt,95,389
Salt,67,243
Salt,17,6
Salt,131,384
Salt,359,367
Salt,264,292
Salt,180,374
Salt,98,165
Salt,223,11
Salt,175,232
Salt,373,2
Salt,180,13
Salt,229,313
Salt,257,396
Salt,270,92
Salt,70,194
Salt,242,132
Salt,201,372
Salt,59,285
Salt,339,218
Salt,102,356
Salt,351,233
Salt,112,343
Salt,25,108
Salt,17,97
Salt,74,138
Salt,103,87
Salt,201,39
Salt,365,371
Salt,194,223
Salt,369,208
Salt,361,385
Salt,238,76
Salt,60,269
Salt,350,106
Salt,232,80
Salt,119,285
Salt,19,69
Salt,336,23
Salt,104,2
Salt,73,309
Salt,306,128
Salt,222,321
Salt,302,81
Salt,356,33
Salt,102,231
Salt,136,328
Salt,359,394
Salt,21,241
Salt,30,33
Salt,232,263
Salt,28,301
Salt,197,387
Salt,196,252
Salt,158,11
Salt,130,269
Salt,293,152
Salt,28,297
Salt,385,318
Salt,336,10
Salt,252,326
Salt,51,203
Salt,22,9
Salt,215,138
Salt,292,366
Salt,207,363
Salt,70,202
Salt,259,157
Salt,292,262
Salt,325,119
Salt,38,103
Salt,388,361
Salt,164,116
Salt,212,72
Salt,101,391
Salt,323,207
Salt,347,145
Salt,282,322
Salt,399,136
Salt,93,192
Salt,326,197
Salt,134,151
Salt,46,284
Salt,361,99
Salt,238,331
Salt,32,210
Salt,139,348
Salt,101,391
Salt,158,152
Salt,118,220
Salt,195,175
Salt,334,0
Salt,240,220
Salt,229,238
Salt,379,392
Salt,66,37
Salt,135,244
Salt,399,231
Salt,313,19
Salt,236,384
Salt,8,338
Salt,52,133
Salt,31,89
Salt,139,99
Salt,217,233
Salt,242,193
Salt,349,384
Salt,144,386
Salt,91,304
Salt,395,125
Salt,211,295
Salt,255,392
Salt,72,208
Salt,304,124
Salt,18,245
Salt,375,91
Salt,137,309
Salt,47,308
Salt,189,193
Salt,30,12
Salt,220,393
Salt,165,198
Salt,78,94
Salt,79,100
Salt,25,301
Salt,396,244
Salt,257,359
Salt,315,153
Salt,141,54
Salt,46,390
Salt,319,80
Salt,184,43
Salt,346,336
Salt,47,126
Salt,384,308
Salt,215,200
Salt,246,129
Salt,328,49
Salt,36,110
Salt,108,231
Salt,119,177
Salt,47,275
Salt,14,90
Salt,143,337
Salt,136,391
Salt,249,326
Salt,292,373
Salt,172,308
Salt,133,134
Salt,387,291
Salt,62,352
Salt,327,141
Salt,249,304
Salt,64,207
Salt,55,144
Salt,166,13
Salt,365,349
Salt,115,354
Salt,295,380
Salt,8,233
Salt,8,264
Salt,104,274
Salt,2,247
Salt,65,116
Salt,260,302
Salt,78,390
Salt,33,90
Salt,110,2
Salt,199,152
Salt,327,205
Salt,119,205
Salt,270,192
Salt,377,163
Salt,101,102
Salt,178,246
Salt,49,365
Salt,264,352
Salt,6,353
Salt,326,279
Salt,255,285
Salt,258,234
Salt,48,94
Salt,126,382
Salt,311,71
Salt,136,120
Salt,144,55
Salt,189,230
Salt,118,45
Salt,269,163
Salt,80,158
Salt,47,331
Salt,203,150
Salt,247,356
Salt,18,336
Salt,283,32
Salt,390,276
Salt,376,308
Salt,360,79
Salt,111,303
Salt,16,330
Salt,200,5
Salt,294,171
Salt,157,122
Salt,233,300
Salt,2,391
Salt,340,203
Salt,356,116
Salt,4,160
Salt,97,355
Salt,194,206
Salt,197,203
Salt,31,304
Salt,285,256
Salt,195,45
Salt,119,148
Salt,125,362
Salt,198,153
Salt,162,107
Salt,383,235
Salt,396,142
Salt,82,150
Salt,59,265
Salt,34,36
Salt,249,233
Salt,103,89
Salt,121,268
Salt,219,343
Salt,94,131
Salt,216,229
Salt,36,244
