Type,X,Y
Salt,224,117
Salt,345,144
Salt,310,209
Salt,206,194
Salt,60,232
Salt,391,237
Salt,86,230
Salt,251,182
Salt,17,319
Salt,212,220
Salt,283,397
Salt,79,136
Salt,397,269
Salt,93,195
Salt,395,385
Salt,206,260
Salt,256,376
Salt,153,58
Salt,205,167
Salt,250,10
Salt,197,233
Salt,55,101
Salt,264,99
Salt,95,154
Salt,397,137
Salt,146,161
Salt,108,153
Salt,346,367
Salt,124,391
Salt,351,79
Salt,11,230
Salt,55,350
Salt,302,181
Salt,134,378
Salt,253,350
Salt,330,297
Salt,315,344
Salt,383,281
Salt,304,353
Salt,392,218
Salt,188,126
Salt,199,385
Salt,323,262
Salt,115,307
Salt,119,385
Salt,159,17
Salt,4,293
Salt,88,247
Salt,243,71
Salt,216,384
Salt,271,216
Salt,327,283
Salt,195,183
Salt,200,215
Salt,369,279
Salt,290,173
Salt,233,131
Salt,68,141
Salt,255,270
Salt,295,68
Salt,161,148
Salt,376,209
Salt,86,382
Salt,96,394
Salt,339,139
Salt,24,388
Salt,181,111
Salt,214,248
Salt,250,336
Salt,58,3
Salt,240,55
Salt,287,30
Salt,77,10
Salt,313,71
Salt,276,61
Salt,223,98
Salt,359,218
Salt,55,296
Salt,217,107
Salt,318,288
Salt,103,171
Salt,363,127
Salt,260,27
Salt,213,306
Salt,371,261
Salt,260,160
Salt,393,26
Salt,226,290
Salt,79,148
Salt,99,236
Salt,100,6
Salt,8,201
Salt,332,270
Salt,316,191
Salt,125,100
Salt,168,328
Salt,70,18
Salt,367,221
Salt,17,179
Salt,317,125
Salt,206,80
Salt,332,224
Salt,114,66
Salt,384,5
Salt,309,26
Salt,158,67
Salt,299,74
Salt,291,331
Salt,339,93
Salt,188,89
Salt,304,47
Salt,336,395
Salt,295,69
Salt,318,27
Salt,194,147
Salt,369,8
Salt,12,292
Salt,238,188
Salt,205,299
Salt,361,269
Salt,275,327
Salt,135,370
Salt,138,374
Salt,306,107
Salt,198,46
Salt,54,113
Salt,373,313
Salt,40,117
Salt,228,22
Salt,132,390
Salt,195,212
Salt,57,301
Salt,95,327
Salt,129,313
Salt,211,329
Salt,5,313
Salt,87,306
Salt,293,24
Salt,394,163
Salt,209,74
Salt,171,385
Salt,122,148
Salt,32,168
Salt,387,119
Salt,170,389
Salt,281,32
Salt,137,340
Salt,149,154
Salt,284,393
Salt,225,4
Salt,305,152
Salt,196,206
Salt,328,113
Salt,66,303
Salt,217,41
Salt,17,123
Salt,380,362
Salt,230,88
Salt,102,287
Salt,396,106
Salt,138,279
Salt,228,69
Salt,0,175
Salt,326,237
Salt,199,142
Salt,250,339
Salt,211,153
Salt,219,299
Salt,182,55
Salt,200,220
Salt,308,165
Salt,38,126
Salt,308,289
Salt,105,315
Salt,30,98
Salt,336,244
Salt,83,268
Salt,182,320
Salt,251,311
Salt,122,153
Salt,98,222
Salt,384,132
Salt,323,217
Salt,387,75
Salt,43,200
Salt,331,91
Salt,128,29
Salt,378,321
Salt,255,94
Salt,366,142
Salt,252,161
Salt,169,139
Salt,121,233
Salt,151,194
Salt,87,290
Salt,224,101
Salt,312,330
Salt,64,204
Salt,82,25
Salt,129,7
Salt,366,387
Salt,186,205
Salt,262,54
Salt,109,315
Salt,275,292
Salt,206,154
Salt,261,104
Salt,82,241
Salt,9,3
Salt,192,0
Salt,369,23
Salt,81,5
Salt,317,210
Salt,0,118
Salt,44,14
Salt,343,98
Salt,68,295
Salt,310,144
Salt,193,359
Salt,330,249
Salt,340,177
Salt,145,258
Salt,216,0
Salt,180,77
Salt,282,289
Salt,221,384
Salt,338,148
Salt,217,213
Salt,297,148
Salt,140,112
Salt,109,379
Salt,74,321
Salt,302,271
Salt,293,384
Salt,192,143
Salt,351,179
Salt,282,381
Salt,56,7
Salt,385,72
Salt,383,360
Salt,223,360
Salt,327,210
Salt,384,305
Salt,64,54
Salt,185,59
Salt,383,320
Salt,154,173
Salt,18,2
Salt,157,9
Salt,67,257
Salt,83,251
Salt,390,218
Salt,45,13
Salt,131,93
Salt,0,98
Salt,220,278
Salt,153,236
Salt,195,126
Salt,379,207
Salt,117,0
Salt,65,248
Salt,80,9
Salt,37,127
Salt,338,179
Salt,63,176
Salt,19,290
Salt,53,372
Salt,279,391
Salt,193,87
Salt,85,234
Salt,143,335
Salt,336,227
Salt,262,102
Salt,265,313
Salt,225,353
Salt,296,168
Salt,115,66
Salt,1,348
Salt,93,157
Salt,396,126
Salt,372,22
Salt,147,374
Salt,52,307
Salt,316,178
Salt,265,125
Salt,62,68
Salt,96,193
Salt,202,83
Salt,231,113
Salt,317,339
Salt,396,301
Salt,148,80
Salt,75,264
Salt,202,316
Salt,185,78
Salt,156,334
Salt,277,154
Salt,110,141
Salt,8,232
Salt,365,328
Salt,251,157
Salt,75,393
Salt,371,75
Salt,246,232
Salt,359,74
