Type,X,Y
Salt,73,63
Salt,98,179
Salt,272,238
Salt,254,62
Salt,71,284
Salt,83,36
Salt,81,38
Salt,258,254
Salt,132,145
Salt,227,17
Salt,47,296
Salt,196,256
Salt,39,205
Salt,218,24
Salt,275,129
Salt,99,77
Salt,259,136
Salt,165,63
Salt,1,170
Salt,121,50
Salt,32,17
Salt,104,66
Salt,198,3
Salt,30,270
Salt,221,190
Salt,269,174
Salt,132,6
Salt,2,267
Salt,177,168
Salt,63,240
Salt,98,46
Salt,238,60
Salt,88,254
Salt,127,164
Salt,294,102
Salt,278,75
Salt,283,85
Salt,122,42
Salt,64,119
Salt,54,17
Salt,228,224
Salt,184,66
Salt,8,141
Salt,15,195
Salt,81,76
Salt,112,127
Salt,217,47
Salt,72,23
Salt,235,254
Salt,136,213
Salt,214,62
Salt,233,112
Salt,118,255
Salt,64,87
Salt,193,21
Salt,63,229
Salt,238,174
Salt,133,130
Salt,53,35
Salt,35,227
Salt,156,173
Salt,28,109
Salt,151,65
Salt,43,261
Salt,225,159
Salt,160,47
Salt,44,158
Salt,155,80
Salt,162,243
Salt,138,56
Salt,162,107
Salt,166,88
Salt,164,118
Salt,85,77
Salt,28,19
Salt,168,245
Salt,20,134
Salt,229,64
Salt,185,138
Salt,159,258
Salt,251,275
Salt,108,79
Salt,284,168
Salt,145,296
Salt,140,143
Salt,282,193
Salt,34,234
Salt,284,161
Salt,218,31
Salt,57,127
Salt,175,273
Salt,8,219
Salt,2,222
Salt,33,297
Salt,216,283
Salt,231,258
Salt,280,244
Salt,283,125
Salt,78,70
Salt,71,266
Salt,23,177
Salt,77,29
Salt,72,56
Salt,158,242
Salt,86,161
Salt,47,37
Salt,295,270
Salt,37,181
Salt,82,128
Salt,279,173
Salt,290,99
Salt,174,80
Salt,155,118
Salt,137,63
Salt,276,79
Salt,143,21
Salt,112,113
Salt,221,263
Salt,20,248
Salt,295,255
Salt,88,262
Salt,176,169
Salt,180,148
Salt,12,27
Salt,141,126
Salt,231,89
Salt,137,15
Salt,228,236
Salt,19,252
Salt,144,98
Salt,7,132
Salt,240,191
Salt,86,126
Salt,291,106
Salt,175,181
Salt,239,59
Salt,176,118
Salt,55,242
Salt,35,195
Salt,186,147
Salt,90,154
Salt,48,56
Salt,9,95
Salt,214,86
Salt,99,205
Salt,257,279
Salt,152,230
Salt,294,74
Salt,189,113
Salt,115,135
Salt,57,210
Salt,34,226
Salt,293,85
Salt,252,130
Salt,50,147
Salt,282,66
Salt,262,94
Salt,291,257
Salt,82,60
Salt,88,73
Salt,271,207
Salt,285,122
Salt,108,194
Salt,164,204
Salt,138,292
Salt,99,14
Salt,95,65
Salt,218,66
Salt,163,96
Salt,91,134
Salt,112,61
Salt,50,43
Salt,276,4
Salt,152,250
Salt,75,176
Salt,169,214
Salt,70,278
Salt,289,177
Salt,72,10
Salt,238,288
Salt,110,292
Salt,278,267
Salt,9,180
Salt,146,241
Salt,33,235
Salt,259,274
Salt,210,215
Salt,18,35
Salt,292,148
Salt,248,294
Salt,150,134
Salt,105,271
Salt,46,180
Salt,72,11
Salt,47,216
Salt,236,264
Salt,65,151
Salt,94,73
Salt,92,181
Salt,8,162
Salt,229,153
Salt,98,11
Salt,294,69
Salt,156,283
Salt,27,198
Salt,86,208
Salt,241,106
Salt,232,197
Salt,25,290
Salt,295,108
Salt,269,285
Salt,280,205
Salt,16,49
Salt,34,205
Salt,39,24
Salt,104,241
Salt,110,129
Salt,258,277
Salt,89,133
Salt,275,218
Salt,275,181
Salt,198,24
Salt,144,241
Salt,299,156
Salt,43,267
Salt,50,91
Salt,116,273
Salt,98,70
Salt,32,136
Salt,195,226
Salt,65,280
Salt,138,100
Salt,21,127
Salt,158,61
Salt,9,140
Salt,196,176
Salt,137,69
Salt,43,203
Salt,129,161
Salt,256,202
Salt,244,174
Salt,171,250
Salt,169,53
Salt,229,130
Salt,20,69
Salt,294,18
Salt,200,17
Salt,281,296
Salt,230,82
Salt,275,281
Salt,278,33
Salt,255,210
Salt,104,24
Salt,251,277
Salt,267,12
Salt,121,53
Salt,183,54
Salt,233,55
