Type,X,Y
Salt,67,19
Salt,281,116
Salt,264,147
Salt,112,271
Salt,165,205
Salt,271,81
Salt,140,166
Salt,163,12
Salt,164,0
Salt,101,40
Salt,66,221
Salt,175,265
Salt,226,250
Salt,294,195
Salt,153,228
Salt,153,249
Salt,114,176
Salt,254,204
Salt,127,199
Salt,15,266
Salt,38,289
Salt,189,262
Salt,91,165
Salt,114,146
Salt,97,55
Salt,136,171
Salt,7,29
Salt,218,164
Salt,73,10
Salt,184,290
Salt,99,289
Salt,251,262
Salt,178,181
Salt,39,33
Salt,138,268
Salt,160,78
Salt,162,103
Salt,293,4
Salt,270,113
Salt,48,82
Salt,189,25
Salt,277,128
Salt,34,37
Salt,105,107
Salt,15,197
Salt,146,227
Salt,74,8
Salt,270,41
Salt,84,172
Salt,27,83
Salt,96,116
Salt,142,162
Salt,260,66
Salt,285,39
Salt,46,151
Salt,249,137
Salt,105,131
Salt,188,204
Salt,95,235
Salt,139,56
Salt,166,171
Salt,195,254
Salt,82,282
Salt,246,189
Salt,283,6
Salt,299,41
Salt,142,20
Salt,98,68
Salt,89,246
Salt,22,116
Salt,279,27
Salt,187,235
Salt,231,166
Salt,229,8
Salt,254,56
Salt,268,26
Salt,187,113
Salt,80,206
Salt,87,184
Salt,247,123
Salt,205,2
Salt,219,51
Salt,285,144
Salt,86,275
Salt,287,37
Salt,202,294
Salt,60,213
Salt,3,203
Salt,118,171
Salt,200,129
Salt,152,152
Salt,47,199
Salt,204,174
Salt,93,244
Salt,269,21
Salt,102,72
Salt,8,164
Salt,78,52
Salt,198,228
Salt,49,1
Salt,116,195
Salt,256,202
Salt,53,71
Salt,218,83
Salt,89,295
Salt,157,213
Salt,186,89
Salt,236,280
Salt,205,141
Salt,89,138
Salt,21,27
Salt,18,215
Salt,176,126
Salt,245,142
Salt,89,216
Salt,276,150
Salt,176,23
Salt,122,48
Salt,98,270
Salt,97,186
Salt,266,99
Salt,177,281
Salt,27,126
Salt,13,58
Salt,289,120
Salt,64,215
Salt,129,222
Salt,122,100
Salt,71,214
Salt,122,164
Salt,122,119
Salt,257,36
Salt,200,293
Salt,57,249
Salt,55,120
Salt,7,189
Salt,90,56
Salt,127,243
Salt,78,241
Salt,82,204
Salt,38,227
Salt,151,225
Salt,262,148
Salt,78,235
Salt,210,6
Salt,196,285
Salt,9,125
Salt,74,86
Salt,166,157
Salt,115,25
Salt,260,222
Salt,231,65
Salt,3,293
Salt,222,52
Salt,90,297
Salt,162,196
Salt,153,19
Salt,267,294
Salt,122,252
Salt,19,289
Salt,282,27
Salt,18,209
Salt,8,9
Salt,25,173
Salt,204,270
Salt,101,15
Salt,4,229
Salt,243,206
Salt,233,140
Salt,151,175
Salt,129,100
Salt,9,190
Salt,3,17
Salt,47,115
Salt,184,21
Salt,236,8
Salt,146,189
Salt,11,232
Salt,268,147
Salt,216,53
Salt,115,109
Salt,173,267
Salt,96,72
Salt,42,299
Salt,212,143
Salt,270,198
Salt,14,241
Salt,111,208
Salt,210,226
Salt,174,288
Salt,289,78
Salt,284,241
Salt,120,75
Salt,272,177
Salt,83,202
Salt,74,92
Salt,78,107
Salt,261,24
Salt,268,32
Salt,100,229
Salt,191,185
Salt,255,203
Salt,71,271
Salt,27,84
Salt,139,147
Salt,114,130
Salt,112,124
Salt,94,59
Salt,198,252
Salt,79,120
Salt,265,289
Salt,179,86
Salt,213,214
Salt,169,31
Salt,76,222
Salt,298,151
Salt,92,77
Salt,259,247
Salt,98,132
Salt,267,93
Salt,38,292
Salt,52,144
Salt,11,129
Salt,60,12
Salt,8,6
Salt,116,14
Salt,154,252
Salt,16,183
Salt,295,288
Salt,75,181
Salt,177,162
Salt,186,186
Salt,268,209
Salt,110,121
Salt,83,156
Salt,164,199
Salt,93,161
Salt,285,271
Salt,149,193
Salt,240,126
Salt,124,299
Salt,239,222
Salt,190,178
Salt,264,189
Salt,52,74
Salt,196,256
Salt,278,258
Salt,294,157
Salt,107,285
Salt,34,167
Salt,252,298
Salt,46,147
Salt,133,205
Salt,36,4
Salt,61,21
Salt,94,283
Salt,287,145
Salt,227,160
Salt,148,242
Salt,20,13
Salt,122,207
Salt,191,147
Salt,141,57
Salt,132,13
Salt,17,61
Salt,25,144
Salt,15,228
Salt,126,11
Salt,67,259
Salt,8,219
Salt,155,160
Salt,206,101
Salt,259,136
Salt,282,232
Salt,3,235
Salt,243,44
Salt,134,265
Salt,16,1
Salt,133,173
Salt,33,177
Salt,220,76
Salt,250,28
Salt,222,203
Salt,180,136
Salt,15,217
Salt,138,185
Salt,100,47
Salt,206,133
Salt,260,161
Salt,262,126
Salt,241,298
Salt,161,78
Salt,259,114
Salt,255,218
Salt,289,94
Salt,203,38
Salt,295,127
Salt,41,141
Salt,2,188
Salt,20,199
Salt,111,6
Salt,22,116
Salt,151,62
Salt,122,288
Salt,270,186
Salt,62,255
Salt,132,8
Salt,44,139
Salt,138,230
Salt,47,3
Salt,36,212
Salt,14,27
Salt,49,225
Salt,211,6
Salt,36,30
Salt,291,120
Salt,116,116
Salt,162,196
Salt,184,143
Salt,95,212
Salt,66,242
Salt,209,129
Salt,229,93
Salt,48,46
Salt,154,156
Salt,49,73
Salt,249,33
Salt,198,236
Salt,37,162
Salt,177,68
Salt,213,280
Salt,213,149
Salt,260,262
Salt,147,121
Salt,4,66
Salt,38,201
Salt,211,32
Salt,237,173
Salt,78,27
Salt,66,27
Salt,102,170
Salt,174,29
Salt,226,1
Salt,115,48
Salt,40,140
Salt,214,76
Salt,40,142
Salt,144,235
Salt,68,18
Salt,52,152
Salt,116,289
Salt,107,33
Salt,44,95
Salt,37,58
Salt,268,197
Salt,87,288
Salt,25,174
Salt,136,129
Salt,53,80
Salt,61,241
Salt,227,256
Salt,61,42
Salt,165,233
Salt,241,185
Salt,292,209
Salt,41,231
Salt,178,65
