Type,X,Y
Salt,152,254
Salt,225,282
Salt,131,11
Salt,181,39
Salt,132,102
Salt,196,272
Salt,187,263
Salt,188,165
Salt,201,166
Salt,6,254
Salt,292,130
Salt,10,232
Salt,44,68
Salt,14,243
Salt,25,279
Salt,1,160
Salt,255,226
Salt,290,21
Salt,279,106
Salt,146,103
Salt,202,140
Salt,21,227
Salt,258,293
Salt,242,26
Salt,216,129
Salt,294,118
Salt,143,178
Salt,292,131
Salt,184,189
Salt,22,55
Salt,276,52
Salt,264,272
Salt,29,154
Salt,127,32
Salt,13,88
Salt,259,169
Salt,202,242
Salt,219,52
Salt,191,130
Salt,36,185
Salt,131,102
Salt,76,225
Salt,274,294
Salt,276,34
Salt,208,106
Salt,219,224
Salt,83,87
Salt,29,11
Salt,129,288
Salt,97,252
Salt,285,234
Salt,103,42
Salt,211,64
Salt,174,164
Salt,130,86
Salt,124,24
Salt,75,118
Salt,88,29
Salt,276,168
Salt,171,156
Salt,33,190
Salt,6,253
Salt,228,18
Salt,3,88
Salt,168,170
Salt,31,267
Salt,164,279
Salt,135,261
Salt,156,231
Salt,290,271
Salt,155,121
Salt,213,143
Salt,106,196
Salt,159,179
Salt,51,280
Salt,66,97
Salt,223,278
Salt,190,187
Salt,36,173
Salt,192,19
Salt,296,154
Salt,209,25
Salt,164,120
Salt,31,189
Salt,10,266
Salt,153,241
Salt,4,130
Salt,95,150
Salt,114,8
Salt,96,62
Salt,180,7
Salt,21,59
Salt,110,71
Salt,40,293
Salt,239,113
Salt,123,102
Salt,59,261
Salt,211,7
Salt,291,121
Salt,70,170
Salt,241,238
Salt,208,223
Salt,74,21
Salt,31,68
Salt,256,56
Salt,47,18
Salt,40,20
Salt,120,259
Salt,21,81
Salt,288,102
Salt,35,249
Salt,77,113
Salt,25,133
Salt,252,297
Salt,60,255
Salt,190,49
Salt,249,158
Salt,85,164
Salt,245,30
Salt,201,100
Salt,187,179
Salt,58,165
Salt,213,2
Salt,49,126
Salt,217,152
Salt,203,152
Salt,201,264
Salt,246,139
Salt,36,11
Salt,224,69
Salt,255,76
Salt,72,92
Salt,133,101
Salt,127,51
Salt,286,110
Salt,29,150
Salt,210,266
Salt,19,186
Salt,17,262
Salt,220,297
Salt,79,8
Salt,78,262
Salt,173,85
Salt,283,222
Salt,67,259
Salt,3,40
Salt,196,59
Salt,83,157
Salt,205,11
Salt,96,13
Salt,233,110
Salt,17,69
Salt,169,61
Salt,50,111
Salt,262,248
Salt,216,168
Salt,207,99
Salt,297,249
Salt,9,173
Salt,43,79
Salt,122,296
Salt,137,208
Salt,154,153
Salt,18,163
Salt,79,244
Salt,24,60
Salt,37,10
Salt,205,93
Salt,238,165
Salt,238,69
Salt,19,209
Salt,72,209
Salt,229,155
