Type,X,Y
Salt,210,258
Salt,161,147
Salt,30,117
Salt,122,279
Salt,15,74
Salt,57,80
Salt,1,105
Salt,224,109
Salt,30,159
Salt,193,45
Salt,142,214
Salt,192,214
Salt,231,24
Salt,293,185
Salt,262,135
Salt,172,16
Salt,249,285
Salt,242,166
Salt,159,140
Salt,251,220
Salt,157,109
Salt,163,288
Salt,16,103
Salt,80,280
Salt,68,285
Salt,263,201
Salt,25,132
Salt,25,58
Salt,264,280
Salt,173,140
Salt,188,90
Salt,27,6
Salt,242,5
Salt,79,98
Salt,65,95
Salt,92,71
Salt,277,16
Salt,65,91
Salt,260,296
Salt,112,211
Salt,91,17
Salt,251,296
Salt,139,259
Salt,153,14
Salt,242,83
Salt,174,60
Salt,166,109
Salt,291,275
Salt,125,51
Salt,63,88
Salt,143,131
Salt,71,59
Salt,168,8
Salt,175,293
Salt,44,193
Salt,199,261
Salt,259,273
Salt,243,264
Salt,121,82
Salt,9,45
Salt,92,205
Salt,133,37
Salt,10,56
Salt,251,22
Salt,133,109
Salt,188,249
Salt,258,150
Salt,59,249
Salt,207,110
Salt,101,98
Salt,98,150
Salt,155,205
Salt,216,110
Salt,104,102
Salt,139,160
Salt,163,297
Salt,99,134
Salt,55,195
Salt,168,19
Salt,88,223
Salt,53,276
Salt,86,112
Salt,141,115
Salt,154,41
Salt,73,225
Salt,213,196
Salt,65,178
Salt,119,15
Salt,31,192
Salt,145,275
Salt,243,164
Salt,291,148
Salt,35,116
Salt,103,25
Salt,170,267
Salt,219,157
Salt,283,36
Salt,199,8
Salt,287,161
Salt,31,71
Salt,245,229
Salt,267,100
Salt,157,115
Salt,251,29
Salt,158,106
Salt,57,5
Salt,98,60
Salt,198,157
Salt,150,24
Salt,203,208
Salt,199,6
Salt,11,124
Salt,230,81
Salt,290,30
Salt,95,231
Salt,35,200
Salt,289,290
Salt,46,86
Salt,61,239
Salt,145,131
Salt,125,72
Salt,89,164
Salt,178,148
Salt,21,224
Salt,61,116
Salt,7,210
Salt,106,298
Salt,261,42
