Type,X,Y
Salt,67,239
Salt,251,9
Salt,213,157
Salt,126,36
Salt,209,162
Salt,2,19
Salt,25,222
Salt,146,142
Salt,210,164
Salt,34,128
Salt,221,195
Salt,62,287
Salt,117,64
Salt,187,288
Salt,87,219
Salt,159,260
Salt,83,223
Salt,83,35
Salt,7,199
Salt,94,298
Salt,152,135
Salt,285,131
Salt,199,198
Salt,223,50
Salt,5,4
Salt,133,62
Salt,151,15
Salt,147,184
Salt,18,5
Salt,274,225
Salt,152,208
Salt,53,34
Salt,199,19
Salt,121,10
Salt,123,48
Salt,166,233
Salt,88,123
Salt,27,255
Salt,170,187
Salt,35,194
Salt,87,58
Salt,4,217
Salt,70,234
Salt,73,100
Salt,57,189
Salt,135,19
Salt,7,190
Salt,40,45
Salt,249,13
Salt,258,80
Salt,135,106
Salt,281,201
Salt,165,104
Salt,266,236
Salt,51,239
Salt,284,264
Salt,287,76
Salt,10,61
Salt,186,34
Salt,192,233
Salt,55,56
Salt,23,270
Salt,110,240
Salt,190,285
Salt,70,215
Salt,273,119
Salt,215,267
Salt,149,138
Salt,177,143
Salt,194,158
Salt,123,111
Salt,104,68
Salt,27,262
Salt,108,176
Salt,84,10
Salt,75,268
Salt,15,26
Salt,278,268
Salt,55,34
Salt,218,290
Salt,128,178
Salt,27,12
Salt,275,72
Salt,81,233
Salt,234,116
Salt,291,6
Salt,235,157
Salt,218,184
Salt,288,129
Salt,186,239
Salt,74,170
Salt,229,220
Salt,34,98
Salt,270,238
Salt,170,47
Salt,141,162
Salt,131,131
Salt,204,252
Salt,96,47
Salt,250,185
Salt,214,251
Salt,195,259
Salt,5,141
Salt,35,104
Salt,270,56
Salt,120,213
Salt,150,290
Salt,175,182
Salt,106,195
Salt,241,57
Salt,265,6
Salt,246,30
Salt,164,107
Salt,104,34
Salt,17,119
Salt,127,140
Salt,253,20
Salt,4,20
Salt,6,47
Salt,206,273
Salt,267,119
Salt,173,291
Salt,272,76
Salt,140,160
Salt,134,296
Salt,170,260
Salt,265,294
Salt,244,89
Salt,106,121
Salt,64,111
Salt,3,9
Salt,180,198
Salt,2,115
Salt,211,267
Salt,127,127
Salt,190,60
Salt,115,203
Salt,67,96
Salt,26,210
Salt,54,221
Salt,74,33
Salt,256,182
Salt,2,51
Salt,125,82
Salt,27,275
Salt,169,100
Salt,40,148
Salt,138,80
Salt,269,70
Salt,208,243
Salt,77,291
Salt,35,103
Salt,24,69
Salt,117,206
Salt,118,44
Salt,215,273
Salt,57,121
Salt,152,80
Salt,92,81
Salt,183,191
Salt,13,227
Salt,75,112
Salt,208,69
Salt,240,15
Salt,256,151
Salt,146,90
Salt,48,240
Salt,259,107
Salt,295,250
Salt,257,205
Salt,19,232
Salt,216,76
Salt,140,61
Salt,181,183
Salt,175,218
Salt,71,67
Salt,123,198
Salt,140,22
Salt,188,221
Salt,120,178
Salt,39,22
Salt,192,142
Salt,219,141
Salt,254,166
Salt,179,113
Salt,243,136
Salt,276,297
Salt,107,143
Salt,249,80
Salt,233,182
Salt,58,256
Salt,26,279
Salt,128,180
Salt,124,81
Salt,181,27
Salt,290,289
Salt,85,10
Salt,245,221
Salt,167,141
Salt,167,57
Salt,148,178
Salt,161,99
Salt,64,62
Salt,18,76
Salt,34,162
Salt,156,298
Salt,50,107
Salt,207,251
Salt,250,53
Salt,15,135
Salt,287,282
Salt,230,174
Salt,120,162
Salt,63,174
Salt,273,260
Salt,119,254
Salt,206,281
Salt,150,157
Salt,179,134
Salt,109,170
Salt,73,72
Salt,120,130
Salt,23,65
Salt,92,115
Salt,159,269
Salt,198,164
Salt,143,166
Salt,192,139
Salt,73,14
Salt,2,73
Salt,112,204
Salt,196,30
Salt,224,8
Salt,51,194
Salt,57,42
Salt,122,133
Salt,179,287
Salt,45,243
Salt,224,222
