Type,X,Y
Salt,312,340
Salt,31,15
Salt,20,293
Salt,124,329
Salt,112,381
Salt,167,338
Salt,89,318
Salt,101,2
Salt,267,217
Salt,366,1
Salt,120,3
Salt,136,183
Salt,187,109
Salt,143,30
Salt,319,320
Salt,271,123
Salt,166,112
Salt,135,122
Salt,96,168
Salt,26,123
Salt,342,396
Salt,50,151
Salt,15,1
Salt,334,371
Salt,58,331
Salt,145,57
Salt,388,352
Salt,269,293
Salt,331,355
Salt,134,28
Salt,377,81
Salt,342,85
Salt,277,15
Salt,76,9
Salt,241,86
Salt,390,99
Salt,33,178
Salt,114,72
Salt,281,336
Salt,342,166
Salt,343,224
Salt,185,348
Salt,0,253
Salt,181,347
Salt,222,196
Salt,304,380
Salt,380,76
Salt,146,128
Salt,276,252
Salt,147,180
Salt,222,92
Salt,260,243
Salt,108,276
Salt,26,225
Salt,115,235
Salt,281,19
Salt,163,319
Salt,51,344
Salt,269,61
Salt,384,230
Salt,209,207
Salt,126,356
Salt,188,168
Salt,348,226
Salt,196,390
Salt,167,72
Salt,94,193
Salt,208,218
Salt,386,235
Salt,137,166
Salt,305,309
Salt,71,238
Salt,308,78
Salt,87,284
Salt,46,150
Salt,45,333
Salt,293,240
Salt,136,267
Salt,90,56
Salt,346,40
Salt,388,211
Salt,158,225
Salt,20,205
Salt,286,377
Salt,159,304
Salt,116,226
Salt,202,14
Salt,77,18
Salt,93,396
Salt,6,93
Salt,46,86
Salt,327,106
Salt,150,326
Salt,391,88
Salt,56,303
Salt,242,354
Salt,198,191
Salt,27,368
Salt,130,109
Salt,321,330
Salt,21,104
Salt,276,147
Salt,297,340
Salt,140,394
Salt,311,123
Salt,203,180
Salt,183,217
Salt,105,5
Salt,224,87
Salt,78,120
Salt,195,173
Salt,311,306
Salt,69,46
Salt,44,213
Salt,373,101
Salt,57,84
Salt,31,253
Salt,255,348
Salt,52,135
Salt,293,224
Salt,359,314
Salt,190,317
Salt,351,218
Salt,398,238
Salt,104,277
Salt,174,164
Salt,8,107
Salt,293,245
Salt,40,149
Salt,303,311
Salt,280,261
Salt,122,239
Salt,31,130
Salt,313,268
Salt,24,40
Salt,294,214
Salt,49,74
Salt,297,180
Salt,34,159
Salt,41,256
Salt,222,6
Salt,140,27
Salt,348,244
Salt,153,290
Salt,138,342
Salt,126,241
Salt,5,318
Salt,300,20
Salt,293,390
Salt,12,180
Salt,133,154
Salt,258,220
Salt,174,281
Salt,28,282
Salt,223,313
Salt,290,101
Salt,52,389
Salt,296,386
Salt,145,159
Salt,14,322
Salt,140,53
Salt,351,126
Salt,140,129
Salt,69,84
Salt,127,362
Salt,181,202
Salt,303,236
Salt,59,323
Salt,201,354
Salt,307,314
Salt,11,25
Salt,369,209
Salt,387,160
Salt,56,327
Salt,398,224
Salt,348,53
Salt,156,106
Salt,50,204
Salt,37,99
Salt,1,20
Salt,212,358
Salt,73,98
Salt,35,375
Salt,214,144
Salt,267,244
Salt,157,5
Salt,378,300
Salt,364,212
Salt,225,229
Salt,243,269
Salt,364,91
Salt,130,295
Salt,58,323
Salt,310,313
Salt,58,332
Salt,212,7
Salt,67,175
Salt,30,76
Salt,202,228
Salt,236,76
Salt,132,351
Salt,399,391
Salt,221,120
Salt,168,149
Salt,297,143
Salt,322,102
Salt,69,355
Salt,136,311
Salt,52,298
Salt,11,354
Salt,197,31
Salt,359,270
Salt,159,312
Salt,52,359
Salt,139,249
Salt,314,362
Salt,257,343
Salt,216,25
Salt,150,209
Salt,358,331
Salt,289,59
Salt,109,228
Salt,152,88
Salt,399,315
Salt,279,125
Salt,54,145
Salt,110,378
Salt,188,356
Salt,181,62
Salt,312,185
Salt,5,161
Salt,10,50
Salt,104,287
Salt,94,317
Salt,107,165
Salt,36,346
Salt,200,170
Salt,103,343
Salt,166,354
Salt,243,316
Salt,108,34
Salt,298,297
Salt,141,243
Salt,195,128
Salt,86,179
Salt,150,146
Salt,252,75
Salt,196,168
Salt,177,273
Salt,4,63
Salt,315,41
Salt,44,280
Salt,247,55
Salt,106,21
Salt,300,151
Salt,68,104
Salt,179,141
Salt,25,199
Salt,214,308
Salt,57,304
Salt,128,212
Salt,39,123
Salt,308,267
Salt,122,353
Salt,176,379
Salt,117,294
Salt,273,214
Salt,280,358
Salt,289,185
Salt,83,91
Salt,136,342
Salt,158,394
Salt,111,74
Salt,82,346
Salt,336,255
Salt,48,115
Salt,242,297
Salt,245,176
Salt,102,138
Salt,236,173
Salt,22,141
Salt,54,396
Salt,263,382
Salt,170,217
Salt,185,307
Salt,201,232
Salt,227,176
Salt,238,380
Salt,75,331
Salt,10,57
Salt,92,213
Salt,216,359
Salt,369,309
Salt,302,141
Salt,354,281
Salt,345,23
Salt,230,320
Salt,271,215
Salt,48,184
Salt,215,261
Salt,249,50
Salt,206,15
Salt,316,174
Salt,342,126
Salt,322,251
Salt,337,75
Salt,107,391
Salt,300,262
Salt,283,310
Salt,319,236
Salt,361,107
Salt,287,145
Salt,142,316
Salt,134,230
Salt,51,184
Salt,256,345
Salt,144,96
Salt,21,181
Salt,297,380
Salt,4,19
Salt,257,197
Salt,322,129
Salt,347,282
Salt,8,204
Salt,173,120
Salt,62,270
Salt,390,190
Salt,48,78
Salt,172,344
Salt,27,165
Salt,172,69
Salt,307,206
Salt,245,325
Salt,261,43
Salt,224,314
Salt,7,111
Salt,251,278
Salt,227,78
Salt,309,248
Salt,327,371
Salt,390,154
Salt,63,63
Salt,157,117
Salt,172,364
Salt,98,173
Salt,178,3
Salt,185,210
Salt,240,98
Salt,305,344
Salt,242,325
Salt,377,53
Salt,146,160
Salt,134,56
Salt,297,312
Salt,199,123
Salt,68,277
Salt,290,3
Salt,255,245
Salt,46,339
