Type,X,Y
Salt,13,180
Salt,186,6
Salt,244,232
Salt,139,155
Salt,48,294
Salt,2,160
Salt,65,229
Salt,254,124
Salt,159,10
Salt,17,275
Salt,269,121
Salt,4,166
Salt,287,219
Salt,160,62
Salt,151,269
Salt,182,47
Salt,217,103
Salt,97,96
Salt,38,67
Salt,63,25
Salt,164,265
Salt,50,120
Salt,22,189
Salt,34,74
Salt,27,278
Salt,30,234
Salt,150,274
Salt,26,177
Salt,164,157
Salt,89,21
Salt,0,96
Salt,262,174
Salt,210,190
Salt,5,8
Salt,163,78
Salt,263,158
Salt,240,25
Salt,278,224
Salt,292,37
Salt,295,175
Salt,31,46
Salt,14,53
Salt,167,127
Salt,205,94
Salt,70,85
Salt,160,173
Salt,167,215
Salt,0,224
Salt,288,56
Salt,92,206
Salt,239,251
Salt,129,177
Salt,98,15
Salt,68,229
Salt,254,19
Salt,234,76
Salt,244,132
Salt,103,77
Salt,246,286
Salt,288,86
Salt,299,33
Salt,58,88
Salt,254,10
Salt,174,149
Salt,73,136
Salt,222,225
Salt,135,216
Salt,64,46
Salt,204,57
Salt,234,192
Salt,118,59
Salt,154,253
Salt,259,202
Salt,217,147
Salt,69,193
Salt,289,247
Salt,296,287
Salt,186,290
Salt,33,30
Salt,216,243
Salt,209,278
Salt,24,62
Salt,33,233
Salt,63,29
Salt,26,141
Salt,102,290
Salt,282,56
Salt,211,16
Salt,193,272
Salt,201,269
Salt,10,135
Salt,159,272
Salt,214,17
Salt,283,289
Salt,67,157
Salt,39,163
Salt,287,71
Salt,27,174
Salt,121,276
Salt,148,76
Salt,169,278
Salt,23,54
Salt,162,64
Salt,236,289
Salt,99,264
Salt,89,109
Salt,88,80
Salt,191,259
Salt,232,206
Salt,40,125
Salt,92,159
Salt,286,268
Salt,238,179
Salt,158,134
Salt,254,68
Salt,55,254
Salt,204,269
Salt,239,270
Salt,36,114
Salt,190,6
Salt,116,69
Salt,155,218
Salt,53,20
Salt,226,244
Salt,5,72
Salt,30,175
Salt,42,50
Salt,297,223
