Type,X,Y
Salt,298,122
Salt,229,75
Salt,39,81
Salt,138,10
Salt,117,152
Salt,235,26
Salt,60,277
Salt,106,129
Salt,223,210
Salt,82,26
Salt,55,8
Salt,223,266
Salt,13,95
Salt,265,15
Salt,157,19
Salt,89,258
Salt,43,237
Salt,165,166
Salt,154,46
Salt,265,83
Salt,49,247
Salt,61,186
Salt,145,187
Salt,207,262
Salt,179,25
Salt,237,263
Salt,27,105
Salt,118,20
Salt,143,13
Salt,62,267
Salt,112,31
Salt,167,269
Salt,81,5
Salt,255,165
Salt,74,260
Salt,241,286
Salt,244,116
Salt,214,168
Salt,194,281
Salt,234,115
Salt,100,189
Salt,76,63
Salt,199,247
Salt,75,239
Salt,264,160
Salt,268,282
Salt,276,273
Salt,78,48
Salt,173,149
Salt,37,22
Salt,38,243
Salt,229,228
Salt,154,69
Salt,106,4
Salt,213,140
Salt,238,177
Salt,171,201
Salt,219,198
Salt,111,8
Salt,106,59
Salt,251,173
Salt,223,195
Salt,0,284
Salt,12,242
Salt,198,257
Salt,37,236
Salt,119,46
Salt,46,244
Salt,237,65
Salt,213,242
Salt,144,50
Salt,238,179
Salt,170,124
Salt,62,175
Salt,100,286
Salt,21,83
Salt,23,230
Salt,55,227
Salt,28,244
Salt,224,147
Salt,116,224
Salt,58,82
Salt,18,171
Salt,236,22
Salt,194,16
Salt,217,43
Salt,278,256
Salt,275,71
Salt,161,127
Salt,60,127
Salt,279,234
Salt,27,242
Salt,100,247
Salt,176,159
Salt,124,166
Salt,187,35
Salt,258,202
Salt,228,239
Salt,19,223
Salt,247,140
Salt,280,266
Salt,246,238
Salt,215,200
Salt,253,223
Salt,253,130
Salt,225,180
Salt,37,156
Salt,87,75
Salt,191,147
Salt,87,95
Salt,137,253
Salt,170,127
Salt,74,168
Salt,63,18
Salt,251,234
Salt,153,101
Salt,40,132
Salt,83,100
Salt,263,250
Salt,272,142
Salt,92,10
Salt,267,189
Salt,260,62
Salt,17,207
Salt,258,202
Salt,220,161
Salt,212,55
Salt,236,196
Salt,231,75
Salt,267,152
Salt,117,99
Salt,266,298
Salt,74,77
Salt,227,37
Salt,132,279
Salt,165,218
Salt,154,236
Salt,206,152
Salt,164,275
Salt,88,233
Salt,177,242
Salt,134,61
Salt,287,181
Salt,299,76
Salt,142,90
Salt,296,99
Salt,141,193
Salt,46,31
Salt,101,27
Salt,216,297
Salt,72,214
Salt,26,293
Salt,255,252
Salt,75,33
Salt,149,234
Salt,239,232
Salt,112,298
Salt,229,259
Salt,79,113
Salt,240,151
Salt,88,218
Salt,28,166
Salt,150,152
Salt,183,254
Salt,172,105
Salt,119,154
Salt,298,160
Salt,102,25
Salt,281,218
Salt,228,275
Salt,97,25
Salt,213,94
Salt,83,166
Salt,152,26
Salt,95,231
Salt,99,122
Salt,167,173
Salt,238,195
Salt,184,117
Salt,136,30
Salt,284,243
Salt,120,73
Salt,87,100
Salt,141,201
Salt,180,75
Salt,12,292
Salt,93,74
Salt,0,37
Salt,231,167
Salt,167,293
Salt,143,297
Salt,232,185
Salt,252,196
Salt,240,78
Salt,111,190
Salt,71,38
Salt,227,74
Salt,95,157
Salt,73,79
Salt,250,41
Salt,27,181
Salt,234,289
Salt,282,25
Salt,100,148
Salt,13,261
Salt,107,215
Salt,236,143
Salt,73,54
Salt,23,29
Salt,116,270
Salt,122,35
Salt,206,297
Salt,216,210
Salt,243,246
Salt,291,292
Salt,220,39
Salt,125,177
Salt,53,149
Salt,109,151
Salt,216,170
Salt,97,66
Salt,249,111
Salt,279,24
Salt,230,7
Salt,295,288
Salt,44,215
Salt,88,194
Salt,166,77
Salt,185,1
Salt,285,89
Salt,279,82
Salt,288,288
Salt,254,125
Salt,1,215
Salt,69,69
Salt,98,239
Salt,250,174
Salt,74,246
Salt,212,45
Salt,247,118
Salt,263,147
Salt,239,239
Salt,229,112
Salt,271,151
Salt,208,198
Salt,150,297
Salt,281,144
Salt,157,28
Salt,78,242
Salt,123,111
Salt,8,251
Salt,218,269
Salt,35,92
Salt,41,127
Salt,266,239
Salt,239,110
Salt,172,4
Salt,241,197
Salt,286,192
Salt,145,185
Salt,18,81
Salt,124,278
Salt,158,23
Salt,148,24
Salt,229,38
Salt,10,30
Salt,194,188
Salt,115,234
Salt,242,39
Salt,251,141
Salt,213,70
Salt,295,69
Salt,20,105
Salt,60,15
Salt,106,112
Salt,161,257
Salt,297,165
Salt,288,241
Salt,31,153
Salt,196,207
Salt,245,222
Salt,14,84
Salt,284,94
Salt,70,196
Salt,113,297
Salt,185,52
Salt,99,99
Salt,124,265
Salt,51,42
Salt,243,8
Salt,28,110
Salt,280,16
Salt,128,220
Salt,145,36
Salt,270,165
Salt,227,143
Salt,172,263
Salt,9,281
Salt,24,166
Salt,156,293
Salt,47,68
Salt,137,224
Salt,123,294
Salt,96,83
Salt,60,38
Salt,165,114
Salt,177,272
Salt,19,214
Salt,46,66
Salt,147,145
Salt,270,184
Salt,97,210
Salt,264,23
Salt,0,207
Salt,96,177
Salt,38,134
Salt,287,179
Salt,131,97
Salt,293,216
Salt,233,135
Salt,71,117
Salt,8,62
Salt,149,118
Salt,63,287
Salt,110,122
Salt,20,44
Salt,290,15
Salt,232,81
Salt,222,194
Salt,18,100
Salt,200,115
Salt,281,242
Salt,136,262
Salt,158,13
Salt,267,118
Salt,171,210
Salt,271,179
Salt,209,216
Salt,187,95
Salt,199,226
Salt,70,131
Salt,231,287
Salt,198,294
Salt,187,129
Salt,21,193
Salt,18,155
Salt,58,229
Salt,124,229
Salt,89,136
Salt,236,84
Salt,55,16
Salt,187,257
Salt,260,223
Salt,230,89
Salt,32,87
Salt,70,134
Salt,202,79
Salt,195,296
Salt,162,234
Salt,199,186
Salt,173,229
Salt,106,187
Salt,39,189
Salt,273,63
Salt,1,287
Salt,111,13
Salt,154,62
Salt,120,296
Salt,41,225
Salt,171,76
Salt,150,177
Salt,297,286
Salt,191,252
Salt,107,222
Salt,93,183
Salt,160,178
Salt,158,55
Salt,14,95
Salt,289,291
Salt,110,231
Salt,246,197
Salt,211,146
Salt,207,129
Salt,271,209
Salt,67,240
Salt,87,180
Salt,256,264
Salt,118,8
Salt,63,151
Salt,167,75
Salt,290,24
Salt,122,75
Salt,89,114
Salt,3,95
Salt,59,241
Salt,236,124
Salt,18,100
Salt,21,35
Salt,261,245
Salt,143,187
Salt,168,243
Salt,164,44
Salt,82,149
Salt,265,195
Salt,91,262
Salt,264,209
Salt,111,123
Salt,240,29
Salt,193,150
Salt,209,163
Salt,122,15
Salt,282,241
Salt,54,284
Salt,266,8
Salt,146,268
Salt,299,78
Salt,149,131
Salt,119,282
Salt,109,59
Salt,87,160
Salt,268,171
Salt,38,274
Salt,147,277
Salt,224,239
Salt,221,282
Salt,63,299
Salt,42,180
Salt,215,266
Salt,86,50
Salt,55,16
Salt,95,100
Salt,11,123
Salt,162,279
Salt,79,170
Salt,190,58
Salt,36,270
Salt,90,33
Salt,167,288
Salt,35,94
Salt,249,266
Salt,105,45
Salt,285,6
Salt,149,104
Salt,208,266
Salt,36,242
Salt,26,246
Salt,46,232
Salt,96,89
Salt,108,2
Salt,62,299
Salt,155,46
Salt,234,221
Salt,49,246
Salt,216,77
Salt,158,224
Salt,230,251
Salt,80,103
Salt,281,188
Salt,204,29
Salt,48,109
Salt,135,103
Salt,296,115
Salt,112,86
Salt,91,106
Salt,242,162
Salt,223,245
Salt,291,86
Salt,79,122
Salt,26,240
Salt,135,70
Salt,29,238
Salt,171,247
Salt,41,200
Salt,114,86
Salt,261,185
Salt,88,165
Salt,104,15
Salt,292,286
Salt,254,98
Salt,128,173
Salt,245,223
Salt,126,108
Salt,119,187
Salt,236,103
Salt,285,210
Salt,50,121
Salt,206,106
Salt,142,178
Salt,211,249
Salt,97,159
Salt,3,131
Salt,212,266
Salt,256,74
Salt,89,294
Salt,163,28
Salt,8,290
Salt,69,245
Salt,278,106
Salt,287,115
Salt,199,213
Salt,245,181
Salt,33,250
Salt,16,117
Salt,274,12
Salt,10,69
Salt,128,62
Salt,75,159
Salt,299,143
Salt,172,92
Salt,287,45
Salt,236,13
Salt,231,187
Salt,190,15
Salt,3,232
Salt,174,78
Salt,132,263
Salt,84,36
Salt,239,8
Salt,177,63
Salt,218,198
Salt,182,99
Salt,93,208
Salt,160,150
Salt,238,138
Salt,86,108
Salt,72,141
Salt,89,34
Salt,123,244
Salt,295,272
Salt,69,153
Salt,94,11
Salt,91,32
Salt,113,282
Salt,75,280
Salt,15,162
Salt,113,90
Salt,162,89
Salt,4,176
Salt,227,75
Salt,36,243
Salt,150,94
Salt,269,283
Salt,125,167
Salt,72,184
Salt,240,272
Salt,1,95
Salt,225,134
Salt,82,38
Salt,276,19
Salt,46,63
Salt,80,230
Salt,27,21
Salt,71,127
Salt,146,50
Salt,56,174
Salt,224,51
Salt,159,58
Salt,38,13
Salt,50,193
Salt,139,167
Salt,53,137
Salt,231,10
Salt,278,138
Salt,277,209
Salt,277,103
Salt,258,203
Salt,115,147
Salt,110,58
Salt,106,159
Salt,244,196
Salt,161,258
Salt,252,102
Salt,105,60
Salt,290,273
Salt,123,27
Salt,144,7
Salt,147,72
Salt,32,132
Salt,174,215
Salt,231,143
Salt,158,255
Salt,177,151
Salt,173,273
Salt,22,153
Salt,232,202
Salt,189,162
Salt,259,121
Salt,41,145
Salt,219,186
Salt,278,214
Salt,226,114
Salt,164,104
Salt,237,124
Salt,248,49
Salt,214,118
Salt,268,241
Salt,212,79
Salt,29,20
Salt,224,218
Salt,282,124
Salt,272,134
Salt,134,28
Salt,154,210
Salt,166,220
Salt,239,114
Salt,291,99
Salt,210,56
Salt,143,243
Salt,283,22
Salt,182,191
Salt,229,123
Salt,229,107
Salt,103,17
Salt,23,129
Salt,43,189
Salt,112,142
Salt,163,108
Salt,211,64
Salt,261,169
Salt,225,85
Salt,278,156
Salt,27,294
Salt,39,69
Salt,299,290
Salt,172,233
Salt,212,7
Salt,107,42
Salt,132,46
Salt,74,70
Salt,124,230
Salt,232,249
Salt,97,291
Salt,286,247
Salt,50,156
Salt,197,174
Salt,218,218
Salt,183,54
Salt,124,208
Salt,201,218
Salt,276,55
Salt,232,238
Salt,246,97
Salt,5,70
Salt,51,31
Salt,17,192
Salt,219,198
Salt,283,160
Salt,274,246
Salt,269,244
Salt,270,39
Salt,161,25
Salt,59,32
Salt,280,144
Salt,78,133
Salt,166,154
Salt,73,138
Salt,133,287
Salt,81,284
Salt,276,190
Salt,203,113
Salt,97,215
Salt,85,31
Salt,88,228
Salt,263,49
Salt,25,106
Salt,39,238
Salt,247,65
Salt,78,123
Salt,51,102
Salt,110,68
Salt,190,184
Salt,120,240
Salt,132,216
Salt,299,206
Salt,220,87
Salt,8,299
Salt,179,40
Salt,168,292
Salt,99,54
Salt,31,299
Salt,8,5
Salt,3,121
Salt,84,284
Salt,191,78
Salt,278,100
Salt,66,299
Salt,31,137
Salt,121,170
Salt,90,109
Salt,289,265
Salt,152,58
Salt,106,84
Salt,69,140
Salt,116,59
Salt,192,143
Salt,103,203
Salt,283,251
Salt,178,141
Salt,20,49
Salt,255,1
Salt,53,141
Salt,21,166
Salt,158,92
Salt,80,228
Salt,5,220
Salt,169,201
Salt,24,160
Salt,204,114
Salt,220,283
Salt,133,124
Salt,107,235
Salt,239,51
Salt,171,216
Salt,93,61
Salt,75,237
Salt,226,15
Salt,296,51
Salt,164,143
Salt,51,260
Salt,138,281
Salt,240,110
Salt,110,165
Salt,262,229
Salt,131,14
Salt,178,278
Salt,71,240
Salt,75,272
Salt,183,254
Salt,4,275
Salt,16,149
Salt,236,7
Salt,286,11
Salt,104,26
Salt,17,21
Salt,52,0
Salt,242,297
Salt,0,277
Salt,179,176
Salt,155,236
Salt,110,214
Salt,119,102
Salt,48,272
Salt,47,297
Salt,73,284
Salt,144,143
Salt,202,69
Salt,184,250
Salt,7,240
Salt,6,25
Salt,244,240
Salt,39,80
Salt,280,278
Salt,130,10
Salt,111,21
Salt,1,219
Salt,254,4
Salt,201,274
Salt,47,246
Salt,27,229
Salt,103,61
Salt,152,289
Salt,258,285
Salt,149,5
Salt,13,96
Salt,2,109
Salt,247,92
Salt,146,194
Salt,187,65
Salt,254,123
Salt,9,246
Salt,243,188
Salt,232,166
Salt,129,154
Salt,207,223
Salt,164,1
Salt,262,72
Salt,248,46
Salt,222,278
