Type,X,Y
Salt,92,228
Salt,80,15
Salt,293,222
Salt,241,156
Salt,240,103
Salt,182,133
Salt,47,257
Salt,164,240
Salt,225,190
Salt,278,146
Salt,87,32
Salt,263,279
Salt,159,296
Salt,247,223
Salt,268,179
Salt,97,38
Salt,82,278
Salt,205,155
Salt,147,216
Salt,27,40
Salt,136,53
Salt,112,108
Salt,112,103
Salt,103,48
Salt,298,28
Salt,72,111
Salt,171,218
Salt,115,205
Salt,160,81
Salt,87,175
Salt,21,274
Salt,18,116
Salt,288,40
Salt,207,64
Salt,265,214
Salt,155,268
Salt,213,283
Salt,276,114
Salt,230,11
Salt,271,227
Salt,127,297
Salt,187,63
Salt,23,167
Salt,8,185
Salt,258,71
Salt,264,173
Salt,29,185
Salt,51,218
Salt,165,225
Salt,173,46
Salt,137,211
Salt,141,185
Salt,122,68
Salt,180,91
Salt,121,26
Salt,125,163
Salt,57,39
Salt,156,283
Salt,27,12
Salt,50,210
Salt,96,270
Salt,244,16
Salt,57,206
Salt,277,5
Salt,274,85
Salt,294,154
Salt,289,148
Salt,178,178
Salt,259,243
Salt,151,16
Salt,248,234
Salt,76,26
Salt,175,189
Salt,232,90
Salt,70,211
Salt,178,2
Salt,151,296
Salt,254,183
Salt,167,131
Salt,139,145
Salt,267,27
Salt,127,233
Salt,97,59
Salt,148,202
Salt,188,50
Salt,124,48
Salt,30,283
Salt,288,204
Salt,81,57
Salt,164,120
Salt,185,259
Salt,248,25
Salt,152,128
Salt,65,23
Salt,47,249
Salt,272,18
Salt,75,268
Salt,30,178
Salt,268,3
Salt,117,231
Salt,53,222
Salt,283,73
Salt,66,12
Salt,30,50
Salt,161,167
Salt,239,227
Salt,196,141
Salt,26,150
Salt,297,50
Salt,220,229
Salt,156,143
Salt,57,216
Salt,210,215
Salt,10,206
Salt,101,218
Salt,54,2
Salt,159,173
Salt,28,266
Salt,180,65
Salt,239,280
Salt,130,173
Salt,253,248
Salt,299,199
Salt,97,144
Salt,15,143
Salt,121,279
Salt,22,88
Salt,4,44
Salt,254,147
Salt,87,46
Salt,245,61
Salt,16,22
Salt,155,245
Salt,98,278
Salt,216,184
Salt,242,176
Salt,238,64
Salt,229,75
Salt,167,57
Salt,92,227
Salt,217,82
Salt,271,98
Salt,245,178
Salt,118,276
Salt,125,248
Salt,290,92
Salt,209,67
Salt,171,105
Salt,281,232
Salt,65,70
Salt,212,222
Salt,237,105
Salt,30,79
Salt,170,9
Salt,150,195
Salt,90,248
Salt,15,112
Salt,259,199
Salt,290,220
Salt,241,160
Salt,244,290
Salt,242,238
Salt,150,140
Salt,285,201
Salt,50,53
Salt,1,273
Salt,127,25
Salt,261,218
