Type,X,Y
Salt,102,43
Salt,105,162
Salt,61,46
Salt,298,71
Salt,264,78
Salt,149,107
Salt,8,147
Salt,73,103
Salt,2,77
Salt,91,287
Salt,62,169
Salt,82,99
Salt,209,86
Salt,289,12
Salt,111,144
Salt,46,295
Salt,247,132
Salt,230,162
Salt,102,66
Salt,268,37
Salt,61,93
Salt,297,79
Salt,148,135
Salt,255,0
Salt,101,172
Salt,38,181
Salt,12,230
Salt,220,18
Salt,279,45
Salt,60,219
Salt,191,3
Salt,99,208
Salt,230,44
Salt,231,132
Salt,128,85
Salt,8,96
Salt,154,273
Salt,252,299
Salt,69,136
Salt,51,114
Salt,199,233
Salt,269,269
Salt,42,174
Salt,56,233
Salt,45,0
Salt,185,253
Salt,192,68
Salt,259,294
Salt,77,239
Salt,202,167
Salt,154,230
Salt,91,197
Salt,93,227
Salt,123,175
Salt,223,56
Salt,216,50
Salt,80,136
Salt,165,151
Salt,57,76
Salt,56,124
Salt,200,208
Salt,126,272
Salt,235,259
Salt,262,243
Salt,169,295
Salt,225,281
Salt,259,94
Salt,253,265
Salt,59,183
Salt,34,262
Salt,78,269
Salt,49,289
Salt,188,110
Salt,247,128
Salt,26,201
Salt,9,113
Salt,150,161
Salt,245,268
Salt,296,285
Salt,79,125
Salt,279,260
Salt,262,76
Salt,55,189
Salt,247,37
Salt,187,132
Salt,44,150
Salt,235,14
Salt,33,30
Salt,9,269
Salt,53,298
Salt,173,54
Salt,154,297
Salt,25,69
Salt,12,134
Salt,144,249
Salt,170,264
Salt,48,48
Salt,37,214
Salt,199,297
Salt,114,226
Salt,190,235
Salt,255,290
Salt,298,5
Salt,218,188
Salt,96,140
Salt,270,128
Salt,66,104
Salt,151,178
Salt,272,240
Salt,212,132
Salt,151,165
Salt,266,150
Salt,284,24
Salt,110,232
Salt,264,158
Salt,46,74
Salt,191,71
Salt,295,102
Salt,81,69
Salt,65,0
Salt,137,42
Salt,103,10
Salt,4,298
Salt,283,51
Salt,40,149
Salt,95,162
Salt,134,24
Salt,276,257
Salt,104,119
Salt,200,230
