Type,X,Y
Salt,261,141
Salt,228,83
Salt,203,141
Salt,59,124
Salt,94,60
Salt,49,191
Salt,194,272
Salt,111,105
Salt,100,211
Salt,235,286
Salt,140,275
Salt,200,154
Salt,78,285
Salt,283,165
Salt,115,269
Salt,215,259
Salt,207,60
Salt,59,128
Salt,175,167
Salt,298,141
Salt,282,261
Salt,85,91
Salt,185,151
Salt,267,147
Salt,292,144
Salt,155,238
Salt,25,54
Salt,5,298
Salt,260,229
Salt,52,258
Salt,207,215
Salt,279,296
Salt,114,43
Salt,263,62
Salt,172,88
Salt,273,59
Salt,39,257
Salt,72,251
Salt,8,233
Salt,263,134
Salt,211,256
Salt,268,63
Salt,118,239
Salt,54,177
Salt,135,283
Salt,276,137
Salt,109,225
Salt,23,253
Salt,125,6
Salt,233,135
Salt,129,237
Salt,242,173
Salt,77,183
Salt,143,286
Salt,213,36
Salt,80,221
Salt,260,268
Salt,298,145
Salt,6,255
Salt,103,144
Salt,247,103
Salt,166,188
Salt,128,284
Salt,180,176
Salt,104,208
Salt,55,114
Salt,73,194
Salt,239,294
Salt,113,0
Salt,248,104
Salt,148,259
Salt,11,152
Salt,264,186
Salt,97,22
Salt,7,269
Salt,171,50
Salt,14,98
Salt,137,238
Salt,99,288
Salt,191,245
Salt,180,206
Salt,160,166
Salt,5,147
Salt,257,20
Salt,158,153
Salt,125,145
Salt,26,180
Salt,100,176
Salt,7,239
Salt,278,180
Salt,110,81
Salt,148,177
Salt,165,6
Salt,147,103
Salt,54,12
Salt,94,245
Salt,266,47
Salt,78,173
Salt,283,118
Salt,288,145
Salt,163,44
Salt,292,59
Salt,244,39
Salt,237,260
Salt,225,43
Salt,167,298
Salt,196,84
Salt,100,211
Salt,255,123
Salt,238,110
Salt,201,33
Salt,68,86
Salt,258,31
Salt,72,129
Salt,152,258
Salt,164,135
Salt,142,33
Salt,121,35
Salt,93,110
Salt,142,286
Salt,35,141
Salt,96,153
Salt,143,82
Salt,229,61
Salt,198,266
Salt,74,10
Salt,213,46
Salt,267,216
Salt,134,149
Salt,74,36
Salt,28,213
Salt,242,274
Salt,96,223
Salt,14,247
Salt,125,69
Salt,30,134
Salt,159,197
Salt,230,147
Salt,215,85
Salt,256,80
Salt,183,141
Salt,103,138
Salt,80,12
Salt,126,65
Salt,172,215
Salt,248,144
Salt,28,213
Salt,264,154
Salt,277,11
Salt,131,179
Salt,81,135
Salt,299,170
Salt,163,215
Salt,16,260
Salt,269,155
Salt,152,34
Salt,129,158
Salt,270,152
Salt,103,189
Salt,241,289
Salt,2,108
Salt,77,60
Salt,105,8
Salt,160,233
Salt,96,202
Salt,249,244
Salt,32,260
Salt,70,14
Salt,86,228
Salt,227,56
Salt,222,102
Salt,295,289
Salt,149,181
Salt,272,8
Salt,68,158
Salt,180,129
Salt,297,252
Salt,274,48
Salt,1,18
Salt,253,11
Salt,25,162
Salt,205,189
Salt,143,13
Salt,57,155
Salt,219,167
Salt,16,270
Salt,247,109
Salt,28,104
Salt,80,216
Salt,10,17
Salt,292,109
Salt,146,86
Salt,126,94
Salt,139,57
Salt,68,88
Salt,170,87
Salt,104,191
Salt,294,2
Salt,229,69
Salt,47,170
Salt,221,94
Salt,190,61
Salt,121,105
Salt,68,207
Salt,236,104
Salt,234,225
Salt,231,149
Salt,217,72
Salt,270,28
Salt,60,125
Salt,105,174
Salt,215,155
Salt,104,251
Salt,244,220
Salt,86,52
Salt,256,32
Salt,93,14
Salt,271,245
Salt,88,19
Salt,66,281
Salt,204,285
Salt,152,112
Salt,147,33
Salt,83,168
Salt,50,210
Salt,280,281
Salt,205,123
Salt,125,14
Salt,282,143
Salt,26,231
Salt,3,112
Salt,226,144
Salt,285,297
Salt,219,248
Salt,150,293
Salt,295,121
Salt,222,97
Salt,289,55
Salt,184,88
Salt,132,35
Salt,93,96
Salt,0,102
Salt,131,201
Salt,178,97
Salt,236,36
Salt,196,220
Salt,66,271
Salt,4,283
Salt,60,97
Salt,50,62
Salt,197,176
Salt,231,213
Salt,230,163
Salt,269,228
Salt,34,129
Salt,8,259
Salt,258,140
Salt,180,234
Salt,54,264
Salt,57,98
Salt,28,0
Salt,246,26
Salt,24,193
Salt,156,112
Salt,207,297
Salt,84,136
Salt,215,8
Salt,220,113
Salt,234,169
Salt,72,1
Salt,283,168
Salt,87,222
Salt,194,57
Salt,122,240
Salt,0,254
Salt,25,194
Salt,11,29
Salt,232,216
Salt,277,16
Salt,23,264
Salt,162,111
Salt,81,22
Salt,106,188
Salt,101,62
Salt,213,183
Salt,287,133
Salt,168,126
Salt,47,133
Salt,189,147
Salt,93,195
Salt,16,73
Salt,44,42
Salt,56,239
Salt,57,50
Salt,290,71
Salt,35,13
Salt,75,70
Salt,29,162
Salt,207,183
Salt,9,220
Salt,43,137
Salt,196,9
Salt,65,169
Salt,288,6
Salt,9,200
Salt,259,275
Salt,109,144
Salt,173,34
Salt,22,109
Salt,131,81
Salt,77,67
Salt,32,50
Salt,112,199
Salt,24,115
Salt,290,237
Salt,87,240
Salt,40,38
Salt,14,139
Salt,237,104
Salt,225,2
Salt,276,294
Salt,54,96
Salt,283,29
Salt,211,50
Salt,61,128
Salt,131,69
Salt,116,57
Salt,210,245
Salt,18,65
Salt,238,130
Salt,212,41
Salt,15,252
Salt,280,288
Salt,273,20
Salt,48,96
Salt,2,123
Salt,225,7
Salt,196,24
Salt,133,235
Salt,93,6
Salt,3,109
Salt,259,21
Salt,109,45
Salt,49,38
Salt,117,68
Salt,134,116
Salt,6,211
Salt,116,65
Salt,83,188
Salt,34,270
Salt,90,211
Salt,209,54
Salt,198,140
Salt,132,295
Salt,154,239
Salt,160,266
Salt,100,275
Salt,217,50
Salt,241,207
Salt,255,278
Salt,121,272
Salt,117,76
Salt,108,188
Salt,184,107
Salt,192,122
Salt,163,111
Salt,201,168
Salt,70,96
Salt,285,295
Salt,106,95
Salt,160,51
Salt,120,261
Salt,197,123
Salt,139,225
Salt,104,50
Salt,221,85
Salt,167,112
Salt,123,194
Salt,119,24
Salt,186,112
Salt,127,225
Salt,183,7
Salt,24,48
Salt,175,218
Salt,261,19
Salt,34,221
Salt,161,284
Salt,27,106
Salt,166,183
Salt,181,100
Salt,195,283
Salt,82,137
Salt,126,94
Salt,275,117
Salt,29,259
Salt,197,60
Salt,96,115
Salt,243,196
Salt,273,36
Salt,231,299
Salt,134,104
Salt,202,288
Salt,226,6
Salt,247,206
Salt,60,22
Salt,179,174
Salt,152,82
Salt,64,258
Salt,56,63
Salt,35,226
Salt,75,108
Salt,263,255
Salt,252,194
Salt,270,138
Salt,248,21
Salt,226,110
Salt,75,4
Salt,230,97
Salt,135,153
Salt,147,125
Salt,12,24
Salt,22,41
Salt,289,129
Salt,265,199
Salt,246,206
Salt,110,234
Salt,50,187
Salt,213,295
Salt,16,189
Salt,288,30
Salt,208,0
Salt,218,34
Salt,98,70
Salt,155,125
Salt,228,107
Salt,79,195
Salt,83,90
Salt,152,195
Salt,186,82
Salt,243,162
Salt,283,216
Salt,256,234
Salt,144,15
Salt,39,228
Salt,190,2
Salt,124,100
Salt,163,107
Salt,263,276
Salt,77,66
Salt,5,292
Salt,282,119
Salt,66,219
Salt,154,125
Salt,207,27
Salt,1,203
Salt,211,3
Salt,297,166
Salt,297,231
Salt,187,276
Salt,7,47
Salt,140,164
Salt,162,67
Salt,111,296
Salt,155,224
Salt,10,122
Salt,77,34
Salt,250,102
Salt,220,153
Salt,213,174
Salt,200,275
Salt,191,201
Salt,27,9
Salt,217,200
Salt,123,104
Salt,58,165
Salt,230,188
Salt,186,188
Salt,261,11
Salt,89,42
Salt,209,256
Salt,118,156
Salt,65,27
Salt,79,11
Salt,137,227
Salt,10,143
Salt,135,57
Salt,134,235
Salt,130,266
Salt,59,137
Salt,33,223
Salt,24,109
Salt,50,130
Salt,61,185
Salt,270,24
Salt,24,250
Salt,197,53
Salt,260,42
Salt,173,45
Salt,78,218
Salt,13,173
Salt,159,6
Salt,98,154
Salt,108,114
Salt,53,231
Salt,177,19
Salt,236,289
Salt,265,83
Salt,209,89
Salt,6,199
Salt,202,156
Salt,96,44
Salt,2,3
Salt,63,258
Salt,273,224
Salt,119,92
Salt,225,115
Salt,165,107
Salt,3,260
Salt,261,123
Salt,272,68
Salt,8,214
Salt,240,167
Salt,169,281
Salt,137,113
Salt,244,48
Salt,140,102
Salt,264,39
Salt,205,239
Salt,193,23
Salt,22,84
Salt,52,168
Salt,278,36
Salt,82,146
Salt,85,44
Salt,250,224
Salt,276,12
Salt,169,107
Salt,183,272
Salt,10,128
Salt,255,133
Salt,62,79
Salt,90,69
Salt,190,32
Salt,63,294
Salt,215,266
Salt,194,273
Salt,149,193
Salt,112,263
Salt,59,254
Salt,198,246
Salt,198,237
Salt,100,73
Salt,288,289
Salt,167,216
Salt,62,79
Salt,58,12
Salt,64,226
Salt,142,5
Salt,124,116
Salt,251,289
Salt,83,204
Salt,131,136
Salt,193,245
Salt,45,202
Salt,133,66
Salt,167,280
Salt,103,27
Salt,3,288
Salt,98,201
Salt,88,61
Salt,176,171
Salt,98,194
Salt,116,207
Salt,174,232
Salt,191,148
Salt,238,190
Salt,41,264
Salt,233,83
Salt,14,202
Salt,61,235
Salt,232,247
Salt,95,266
Salt,27,175
Salt,245,52
Salt,205,127
Salt,34,78
Salt,196,160
Salt,252,212
Salt,233,43
Salt,195,277
Salt,243,167
Salt,211,8
Salt,216,19
Salt,68,158
Salt,5,232
Salt,174,71
Salt,126,138
Salt,198,57
Salt,52,185
Salt,87,92
Salt,9,245
Salt,231,188
Salt,116,122
Salt,6,157
Salt,207,235
Salt,46,264
Salt,229,248
Salt,42,259
Salt,61,82
Salt,125,292
Salt,65,91
Salt,286,112
Salt,144,59
Salt,97,227
Salt,195,111
Salt,207,246
Salt,193,139
Salt,260,275
Salt,167,271
Salt,78,155
Salt,294,44
Salt,287,2
Salt,177,78
Salt,218,240
Salt,5,99
Salt,106,285
Salt,280,287
Salt,115,100
Salt,298,64
Salt,49,260
Salt,274,135
Salt,8,270
Salt,201,153
Salt,122,122
Salt,230,62
