Type,X,Y
Salt,188,399
Salt,399,359
Salt,392,347
Salt,328,68
Salt,23,332
Salt,240,193
Salt,6,307
Salt,49,351
Salt,356,380
Salt,57,205
Salt,331,254
Salt,338,332
Salt,72,311
Salt,308,193
Salt,192,73
Salt,396,105
Salt,89,230
Salt,19,373
Salt,354,213
Salt,265,300
Salt,281,306
Salt,187,166
Salt,95,302
Salt,112,168
Salt,174,32
Salt,224,132
Salt,198,6
Salt,153,372
Salt,3,187
Salt,214,27
Salt,19,82
Salt,106,156
Salt,335,231
Salt,318,158
Salt,47,187
Salt,279,158
Salt,39,361
Salt,143,280
Salt,184,88
Salt,29,300
Salt,99,328
Salt,232,142
Salt,182,130
Salt,181,258
Salt,52,34
Salt,253,166
Salt,132,260
Salt,145,58
Salt,369,348
Salt,43,380
Salt,74,211
Salt,300,399
Salt,297,396
Salt,268,131
Salt,58,149
Salt,322,65
Salt,294,156
Salt,43,300
Salt,165,160
Salt,112,254
Salt,86,87
Salt,336,244
Salt,247,348
Salt,117,148
Salt,295,192
Salt,71,130
Salt,330,108
Salt,182,49
Salt,287,297
Salt,124,52
Salt,81,85
Salt,104,245
Salt,44,356
Salt,1,220
Salt,151,328
Salt,367,73
Salt,378,335
Salt,260,218
Salt,28,309
Salt,71,38
Salt,71,155
Salt,122,238
Salt,200,49
Salt,375,62
Salt,94,113
Salt,335,390
Salt,80,230
Salt,343,325
Salt,116,195
Salt,222,177
Salt,374,330
Salt,171,200
Salt,123,327
Salt,116,292
Salt,263,33
Salt,41,362
Salt,257,252
Salt,159,206
Salt,130,210
Salt,67,172
Salt,189,327
Salt,188,235
Salt,251,250
Salt,296,92
Salt,42,305
Salt,279,61
Salt,260,92
Salt,263,12
Salt,112,351
Salt,144,77
Salt,151,351
Salt,122,243
Salt,383,35
Salt,347,367
Salt,390,200
Salt,242,208
Salt,66,78
Salt,31,308
Salt,131,69
Salt,69,12
Salt,81,399
Salt,295,229
Salt,326,1
Salt,154,282
Salt,85,117
Salt,154,387
Salt,215,77
Salt,74,113
Salt,53,374
Salt,20,286
Salt,117,138
Salt,7,174
Salt,326,395
Salt,383,229
Salt,189,140
Salt,144,16
Salt,319,115
Salt,397,319
Salt,399,359
Salt,305,42
Salt,397,211
Salt,185,346
Salt,65,105
Salt,364,6
Salt,154,313
Salt,42,269
Salt,226,97
Salt,93,40
Salt,25,137
Salt,180,137
Salt,109,124
Salt,376,68
Salt,210,86
Salt,6,94
Salt,250,78
Salt,279,135
Salt,150,103
Salt,235,178
Salt,167,280
Salt,51,157
Salt,346,95
Salt,99,128
Salt,124,338
Salt,27,117
Salt,185,108
Salt,350,303
Salt,87,219
Salt,277,249
Salt,221,293
Salt,100,31
Salt,151,76
Salt,175,315
Salt,125,122
Salt,70,302
Salt,237,375
Salt,19,7
Salt,334,253
Salt,326,140
Salt,69,359
Salt,312,392
Salt,233,16
Salt,330,388
Salt,316,347
Salt,211,339
Salt,160,156
Salt,65,27
Salt,200,8
Salt,192,331
Salt,269,257
Salt,172,29
Salt,350,39
Salt,110,126
Salt,344,165
Salt,47,296
Salt,204,244
Salt,184,5
Salt,334,331
Salt,232,172
Salt,104,362
Salt,395,390
Salt,241,9
Salt,332,332
Salt,31,84
Salt,16,65
Salt,97,74
Salt,295,150
Salt,117,81
Salt,285,317
Salt,275,16
Salt,368,340
Salt,115,293
Salt,338,317
Salt,142,370
Salt,49,371
Salt,146,371
Salt,91,172
Salt,199,264
Salt,161,298
Salt,372,95
Salt,206,128
Salt,185,191
Salt,244,237
Salt,21,247
