Type,X,Y
Salt,4,145
Salt,263,270
Salt,37,188
Salt,273,254
Salt,69,251
Salt,246,239
Salt,78,54
Salt,77,219
Salt,39,248
Salt,218,56
Salt,220,142
Salt,103,154
Salt,103,153
Salt,124,59
Salt,142,214
Salt,294,294
Salt,169,291
Salt,100,84
Salt,106,277
Salt,191,93
Salt,130,177
Salt,291,89
Salt,176,284
Salt,89,286
Salt,245,82
Salt,263,255
Salt,95,172
Salt,224,145
Salt,285,258
Salt,273,34
Salt,113,176
Salt,181,125
Salt,57,169
Salt,27,256
Salt,214,27
Salt,254,79
Salt,44,220
Salt,32,243
Salt,187,161
Salt,153,61
Salt,169,120
Salt,156,50
Salt,53,256
Salt,262,97
Salt,166,203
Salt,47,189
Salt,171,78
Salt,252,232
Salt,288,41
Salt,231,168
Salt,8,288
Salt,146,145
Salt,9,140
Salt,278,297
Salt,9,47
Salt,255,199
Salt,120,160
Salt,132,248
Salt,161,10
Salt,146,99
Salt,259,14
Salt,168,295
Salt,92,60
Salt,267,216
Salt,95,263
Salt,43,177
Salt,237,214
Salt,292,138
Salt,162,193
Salt,140,159
Salt,239,168
Salt,23,132
Salt,183,134
Salt,291,166
Salt,13,125
Salt,50,15
Salt,96,206
Salt,168,19
Salt,94,73
Salt,169,89
Salt,52,91
Salt,43,251
Salt,199,38
Salt,272,231
Salt,103,18
Salt,180,0
Salt,243,244
Salt,13,118
Salt,158,100
Salt,186,131
Salt,283,59
Salt,196,47
Salt,207,222
Salt,17,257
Salt,295,249
Salt,30,295
Salt,6,169
Salt,80,12
Salt,266,101
Salt,278,76
Salt,96,219
Salt,19,87
Salt,156,133
Salt,111,292
Salt,23,182
Salt,43,183
Salt,278,125
Salt,276,212
Salt,34,1
Salt,69,122
Salt,1,117
Salt,238,187
Salt,176,248
Salt,265,258
Salt,228,231
Salt,11,236
Salt,124,207
Salt,196,203
Salt,132,125
Salt,170,193
Salt,52,145
Salt,39,109
Salt,182,159
Salt,78,180
Salt,250,244
Salt,278,180
Salt,124,49
Salt,59,229
Salt,154,234
Salt,134,227
Salt,223,152
Salt,213,122
Salt,158,233
Salt,146,204
Salt,298,249
Salt,97,166
Salt,163,153
Salt,254,126
Salt,132,137
Salt,189,236
Salt,237,195
Salt,174,96
Salt,80,9
Salt,203,285
Salt,245,236
Salt,230,122
Salt,115,162
Salt,36,168
Salt,225,241
Salt,101,284
Salt,177,119
Salt,239,235
Salt,43,223
Salt,268,260
Salt,258,283
Salt,89,274
Salt,99,45
Salt,92,163
Salt,171,126
Salt,111,261
Salt,262,276
Salt,146,219
Salt,240,24
Salt,240,194
Salt,8,132
Salt,199,74
Salt,46,79
Salt,168,234
Salt,146,233
Salt,128,175
Salt,111,113
Salt,260,192
Salt,37,83
Salt,212,267
Salt,146,175
Salt,34,283
Salt,28,33
Salt,272,49
Salt,276,50
Salt,299,65
Salt,240,281
Salt,278,126
Salt,195,176
Salt,158,97
Salt,254,158
Salt,49,194
Salt,236,187
Salt,202,225
Salt,148,283
Salt,0,172
Salt,270,44
Salt,120,271
Salt,260,258
Salt,278,254
Salt,217,245
Salt,9,146
Salt,72,47
Salt,292,30
Salt,14,40
Salt,69,148
Salt,48,264
Salt,296,245
Salt,42,294
Salt,174,221
Salt,295,14
Salt,95,67
Salt,88,146
Salt,58,170
Salt,6,86
Salt,280,48
Salt,9,82
Salt,182,96
Salt,47,253
Salt,202,108
Salt,131,204
Salt,91,256
Salt,274,48
Salt,120,63
Salt,207,11
Salt,47,280
Salt,178,49
Salt,77,39
Salt,37,91
Salt,296,57
Salt,207,144
Salt,131,49
Salt,153,79
Salt,275,291
Salt,108,199
Salt,50,260
Salt,247,104
Salt,126,164
Salt,122,13
Salt,151,57
Salt,181,280
Salt,49,269
Salt,186,99
Salt,127,12
Salt,289,182
Salt,174,147
Salt,41,216
Salt,140,52
Salt,132,180
Salt,94,113
Salt,183,122
Salt,227,74
Salt,162,217
Salt,209,299
Salt,249,102
Salt,126,134
Salt,78,242
Salt,62,8
Salt,145,40
Salt,189,170
Salt,18,73
Salt,150,156
Salt,70,208
Salt,21,117
Salt,227,186
Salt,50,201
Salt,275,88
Salt,89,32
Salt,286,100
Salt,270,19
Salt,162,238
Salt,82,178
Salt,87,275
Salt,155,117
Salt,228,222
Salt,128,297
Salt,228,70
Salt,197,82
Salt,263,251
Salt,294,73
Salt,36,276
Salt,219,263
Salt,188,269
Salt,83,183
Salt,250,16
Salt,43,45
Salt,40,127
Salt,128,238
Salt,286,122
Salt,279,182
Salt,191,113
Salt,264,209
Salt,287,49
Salt,107,102
Salt,211,256
Salt,5,285
Salt,159,79
Salt,277,272
Salt,264,217
Salt,213,156
Salt,178,116
Salt,61,73
Salt,294,70
Salt,238,280
Salt,177,108
Salt,276,168
Salt,178,120
Salt,267,182
Salt,207,208
Salt,74,83
Salt,121,132
Salt,214,245
Salt,19,2
Salt,156,86
Salt,185,161
Salt,65,284
Salt,28,99
Salt,259,172
Salt,33,23
Salt,85,46
Salt,230,79
Salt,124,270
Salt,73,143
Salt,192,140
Salt,40,71
Salt,58,28
Salt,151,267
Salt,71,104
Salt,222,132
Salt,102,299
Salt,271,57
Salt,35,265
Salt,18,64
Salt,136,211
Salt,30,25
Salt,33,17
Salt,146,99
Salt,81,206
Salt,103,84
Salt,145,62
Salt,241,14
Salt,179,213
Salt,125,166
Salt,100,263
Salt,250,197
Salt,216,42
Salt,204,254
Salt,165,184
Salt,144,26
Salt,292,290
Salt,255,216
Salt,297,266
Salt,85,127
