Type,X,Y
Salt,68,268
Salt,233,155
Salt,228,203
Salt,105,35
Salt,200,129
Salt,238,22
Salt,204,35
Salt,253,109
Salt,157,269
Salt,280,167
Salt,160,166
Salt,63,177
Salt,264,3
Salt,182,263
Salt,156,223
Salt,272,277
Salt,281,258
Salt,141,57
Salt,29,207
Salt,160,73
Salt,228,76
Salt,253,281
Salt,196,197
Salt,103,89
Salt,214,146
Salt,25,97
Salt,114,158
Salt,41,79
Salt,291,277
Salt,73,263
Salt,288,260
Salt,240,246
Salt,90,91
Salt,93,28
Salt,176,37
Salt,152,31
Salt,35,224
Salt,148,223
Salt,270,20
Salt,80,102
Salt,148,26
Salt,298,147
Salt,162,282
Salt,258,228
Salt,42,60
Salt,188,258
Salt,240,24
Salt,51,237
Salt,276,104
Salt,63,233
Salt,252,76
Salt,267,209
Salt,220,253
Salt,61,93
Salt,269,148
Salt,233,34
Salt,85,171
Salt,49,49
Salt,279,109
Salt,25,168
Salt,279,94
Salt,254,207
Salt,224,85
Salt,91,82
Salt,246,213
Salt,101,121
Salt,281,107
Salt,66,150
Salt,71,229
Salt,120,37
Salt,105,295
Salt,196,1
Salt,75,292
Salt,95,253
Salt,55,245
Salt,78,142
Salt,141,43
Salt,294,6
Salt,179,78
Salt,225,95
Salt,288,125
Salt,105,219
Salt,195,26
Salt,143,127
Salt,151,112
Salt,80,263
Salt,126,62
Salt,288,199
Salt,182,28
Salt,244,74
Salt,29,182
Salt,221,189
Salt,72,78
Salt,74,162
Salt,273,195
Salt,23,170
Salt,90,284
Salt,94,183
Salt,71,29
Salt,296,184
Salt,93,263
Salt,206,33
Salt,291,54
Salt,94,239
Salt,237,266
Salt,22,219
Salt,157,113
Salt,153,254
Salt,109,153
Salt,268,36
Salt,266,2
Salt,81,156
Salt,275,57
Salt,106,243
Salt,162,148
Salt,72,65
Salt,131,224
Salt,174,50
Salt,276,275
Salt,175,146
Salt,111,208
Salt,123,185
Salt,205,55
Salt,95,25
Salt,206,128
Salt,145,245
Salt,38,217
Salt,220,92
Salt,264,193
Salt,87,206
Salt,171,101
Salt,90,20
Salt,225,214
Salt,293,131
Salt,193,203
Salt,242,172
Salt,209,13
Salt,49,165
Salt,95,151
Salt,23,99
Salt,20,56
Salt,127,47
Salt,272,69
Salt,200,237
Salt,49,272
Salt,81,104
Salt,233,231
Salt,293,119
Salt,266,61
Salt,223,136
Salt,291,176
Salt,19,138
Salt,41,257
Salt,223,223
Salt,117,154
Salt,94,179
Salt,17,271
Salt,276,5
Salt,255,233
Salt,198,95
Salt,124,182
Salt,247,253
Salt,33,8
Salt,216,191
Salt,128,66
Salt,242,104
Salt,95,85
Salt,258,226
Salt,276,90
Salt,6,157
Salt,186,162
Salt,124,290
Salt,138,206
Salt,16,294
Salt,55,126
Salt,282,155
Salt,185,218
Salt,141,77
Salt,90,193
Salt,57,78
Salt,205,210
Salt,115,59
Salt,186,282
Salt,267,16
Salt,51,222
Salt,86,106
Salt,4,219
Salt,190,149
Salt,275,166
Salt,121,236
Salt,180,295
Salt,148,54
Salt,126,34
Salt,157,125
Salt,122,180
Salt,210,7
Salt,271,192
Salt,141,159
Salt,150,98
Salt,47,12
Salt,116,230
Salt,298,287
Salt,0,274
Salt,30,268
Salt,115,159
Salt,198,50
Salt,15,213
Salt,278,43
Salt,297,15
Salt,89,291
Salt,71,67
Salt,6,31
Salt,34,116
Salt,137,251
Salt,295,19
Salt,120,141
Salt,208,223
Salt,79,254
Salt,6,171
Salt,55,71
Salt,206,217
Salt,273,92
Salt,134,213
Salt,112,7
Salt,153,203
Salt,290,143
Salt,292,63
Salt,94,126
Salt,60,293
Salt,116,57
Salt,248,11
Salt,149,193
Salt,155,17
Salt,57,99
Salt,91,294
Salt,49,7
Salt,94,268
Salt,89,53
Salt,116,201
Salt,121,206
Salt,245,95
Salt,45,227
Salt,258,119
Salt,123,15
Salt,105,0
Salt,255,179
Salt,44,297
Salt,257,283
Salt,47,99
Salt,148,124
Salt,108,28
Salt,199,145
Salt,277,166
Salt,226,73
Salt,245,245
Salt,149,49
Salt,154,290
Salt,207,156
Salt,0,143
Salt,205,17
Salt,296,277
Salt,103,88
Salt,165,70
Salt,40,143
Salt,211,85
Salt,269,201
Salt,149,168
Salt,225,65
Salt,63,75
Salt,7,67
Salt,20,52
Salt,255,285
Salt,234,274
Salt,193,45
Salt,65,277
Salt,206,105
Salt,172,77
Salt,144,109
Salt,9,81
Salt,66,70
Salt,285,113
Salt,7,194
Salt,179,169
Salt,135,28
Salt,179,287
Salt,195,240
Salt,250,263
Salt,2,230
Salt,142,135
Salt,108,70
Salt,241,239
Salt,269,23
Salt,126,61
Salt,277,139
Salt,280,298
Salt,96,200
Salt,262,206
Salt,298,205
Salt,207,23
Salt,256,154
Salt,16,103
Salt,46,256
Salt,258,167
Salt,243,4
Salt,88,253
Salt,86,252
Salt,280,136
Salt,36,240
Salt,44,32
Salt,150,30
Salt,217,231
Salt,273,40
Salt,41,171
Salt,76,262
Salt,26,151
Salt,281,36
Salt,205,195
Salt,212,59
Salt,236,30
Salt,147,287
Salt,44,234
Salt,194,249
Salt,131,204
Salt,237,284
Salt,83,296
Salt,10,200
Salt,68,246
Salt,185,158
Salt,167,38
Salt,125,155
Salt,95,144
Salt,44,129
Salt,48,88
Salt,47,125
Salt,159,187
Salt,171,28
Salt,50,218
Salt,150,136
Salt,125,148
Salt,166,142
Salt,144,254
Salt,255,79
Salt,0,225
Salt,28,79
Salt,258,23
Salt,62,259
Salt,134,10
Salt,70,159
Salt,297,132
Salt,120,105
Salt,8,211
Salt,25,140
Salt,276,295
Salt,158,140
Salt,99,250
Salt,48,82
Salt,156,79
Salt,0,254
Salt,121,88
Salt,14,52
Salt,184,160
Salt,155,179
Salt,231,165
Salt,48,10
Salt,266,235
Salt,37,42
Salt,215,43
Salt,44,173
Salt,124,26
Salt,269,9
Salt,224,247
Salt,130,208
Salt,211,63
Salt,205,37
Salt,145,80
Salt,291,53
Salt,97,228
Salt,12,272
Salt,192,231
Salt,20,19
Salt,283,259
Salt,112,267
Salt,298,32
Salt,64,161
Salt,151,34
Salt,208,166
Salt,136,219
Salt,259,6
Salt,113,186
Salt,281,2
Salt,191,63
Salt,78,111
Salt,286,140
Salt,79,115
Salt,163,299
Salt,78,11
Salt,268,124
Salt,29,119
Salt,11,269
Salt,48,110
Salt,136,63
Salt,66,139
Salt,254,99
Salt,175,43
Salt,144,165
Salt,299,119
Salt,142,27
Salt,180,270
Salt,110,178
Salt,4,129
Salt,5,163
Salt,58,94
Salt,13,126
Salt,120,90
Salt,257,45
Salt,54,33
Salt,128,115
Salt,140,14
Salt,249,271
Salt,22,97
Salt,292,261
Salt,276,235
Salt,75,234
Salt,43,193
Salt,90,195
Salt,296,293
Salt,110,115
Salt,210,20
Salt,271,57
Salt,49,282
Salt,133,200
Salt,61,87
Salt,121,20
Salt,113,244
Salt,222,236
Salt,181,114
Salt,72,124
Salt,25,135
Salt,259,18
Salt,211,184
Salt,197,89
Salt,163,286
Salt,253,113
Salt,212,50
Salt,69,128
Salt,182,260
Salt,67,134
Salt,207,152
Salt,16,192
Salt,232,15
Salt,166,33
Salt,28,251
Salt,236,46
Salt,241,232
Salt,194,168
Salt,258,286
Salt,10,28
Salt,134,174
Salt,166,192
Salt,203,8
Salt,177,102
Salt,185,28
Salt,133,120
Salt,98,181
Salt,135,169
Salt,295,61
Salt,30,78
Salt,96,77
Salt,139,1
Salt,285,271
Salt,143,119
Salt,238,279
Salt,114,26
Salt,245,118
Salt,5,248
Salt,67,268
Salt,188,234
Salt,101,294
Salt,64,258
Salt,165,151
Salt,198,132
Salt,259,165
Salt,171,161
Salt,115,19
Salt,43,150
Salt,82,30
Salt,253,248
Salt,212,220
Salt,28,203
Salt,71,206
Salt,72,24
