Type,X,Y
Salt,45,108
Salt,11,104
Salt,37,157
Salt,73,42
Salt,105,88
Salt,230,81
Salt,89,45
Salt,32,197
Salt,196,272
Salt,238,150
Salt,183,172
Salt,109,39
Salt,115,15
Salt,73,266
Salt,89,191
Salt,57,258
Salt,100,69
Salt,140,68
Salt,280,64
Salt,259,234
Salt,168,134
Salt,106,212
Salt,211,244
Salt,51,195
Salt,79,151
Salt,258,55
Salt,270,219
Salt,37,82
Salt,252,223
Salt,19,174
Salt,296,102
Salt,6,39
Salt,10,177
Salt,87,186
Salt,173,208
Salt,297,75
Salt,241,59
Salt,166,125
Salt,140,124
Salt,163,193
Salt,132,100
Salt,278,177
Salt,180,266
Salt,30,65
Salt,252,267
Salt,56,5
Salt,213,24
Salt,254,124
Salt,212,97
Salt,68,104
Salt,259,279
Salt,250,0
Salt,126,153
Salt,5,269
Salt,161,14
Salt,207,237
Salt,227,299
Salt,64,151
Salt,211,32
Salt,277,54
Salt,55,97
Salt,125,73
Salt,244,24
Salt,108,245
Salt,210,54
Salt,120,168
Salt,289,26
Salt,184,98
Salt,34,8
Salt,39,102
Salt,208,132
Salt,202,63
Salt,160,215
Salt,65,20
Salt,83,201
Salt,76,293
Salt,17,142
Salt,187,245
Salt,131,69
Salt,258,140
Salt,68,145
Salt,207,29
Salt,41,266
Salt,179,24
Salt,232,80
Salt,112,31
Salt,186,83
Salt,2,34
Salt,131,230
Salt,273,273
Salt,69,120
Salt,104,139
Salt,25,214
Salt,72,16
Salt,64,31
Salt,275,180
Salt,297,79
Salt,128,61
Salt,118,140
Salt,206,118
Salt,239,6
Salt,232,57
Salt,98,138
Salt,10,212
Salt,67,50
Salt,162,243
Salt,160,291
Salt,102,293
Salt,219,124
Salt,45,36
Salt,238,288
Salt,172,22
Salt,116,209
Salt,162,18
Salt,221,284
Salt,89,77
Salt,86,209
Salt,256,127
Salt,162,253
Salt,184,295
Salt,28,16
Salt,22,281
Salt,77,280
Salt,283,221
Salt,93,229
Salt,173,228
Salt,154,18
Salt,223,85
Salt,46,239
Salt,271,3
Salt,168,112
Salt,16,117
Salt,67,231
Salt,298,285
Salt,18,46
Salt,68,116
Salt,111,109
Salt,286,260
Salt,81,90
Salt,122,4
Salt,173,209
Salt,215,68
Salt,201,150
Salt,78,8
Salt,22,26
Salt,195,113
Salt,268,139
Salt,92,68
Salt,171,128
Salt,66,82
Salt,64,238
Salt,86,130
Salt,92,13
Salt,29,201
Salt,268,117
Salt,244,132
Salt,187,143
Salt,111,164
Salt,81,236
Salt,224,218
Salt,27,284
Salt,181,298
Salt,115,20
Salt,171,190
Salt,103,231
Salt,294,151
Salt,287,249
Salt,155,109
Salt,23,273
Salt,272,169
Salt,282,38
Salt,48,196
Salt,182,77
Salt,79,248
Salt,33,61
Salt,37,7
Salt,169,258
Salt,125,54
Salt,10,224
Salt,89,158
Salt,149,185
Salt,192,83
Salt,69,91
Salt,104,237
Salt,273,233
Salt,58,127
Salt,254,161
Salt,161,180
Salt,201,26
Salt,281,5
Salt,277,213
Salt,65,67
Salt,233,255
Salt,171,64
Salt,111,126
Salt,59,221
Salt,18,90
Salt,26,211
Salt,114,153
Salt,131,40
Salt,109,196
Salt,75,282
Salt,265,164
Salt,103,158
Salt,263,151
