Type,X,Y
Salt,178,351
Salt,149,281
Salt,83,391
Salt,221,67
Salt,10,242
Salt,127,353
Salt,293,125
Salt,390,127
Salt,342,183
Salt,287,272
Salt,126,166
Salt,212,194
Salt,238,295
Salt,176,189
Salt,200,47
Salt,101,16
Salt,110,128
Salt,83,378
Salt,246,397
Salt,377,2
Salt,159,80
Salt,280,222
Salt,103,184
Salt,296,0
Salt,327,296
Salt,235,84
Salt,190,5
Salt,327,363
Salt,221,387
Salt,255,338
Salt,242,221
Salt,38,140
Salt,182,106
Salt,53,108
Salt,16,22
Salt,11,296
Salt,143,169
Salt,342,109
Salt,311,56
Salt,262,359
Salt,368,63
Salt,235,185
Salt,284,53
Salt,255,213
Salt,191,15
Salt,148,58
Salt,249,383
Salt,344,196
Salt,91,385
Salt,241,340
Salt,320,247
Salt,395,178
Salt,98,86
Salt,150,367
Salt,123,109
Salt,129,127
Salt,121,374
Salt,237,77
Salt,337,139
Salt,2,351
Salt,133,142
Salt,3,93
Salt,48,191
Salt,229,207
Salt,320,85
Salt,177,367
Salt,183,13
Salt,186,49
Salt,74,52
Salt,133,10
Salt,276,324
Salt,236,267
Salt,155,394
Salt,45,276
Salt,258,390
Salt,117,274
Salt,167,284
Salt,205,10
Salt,174,212
Salt,45,326
Salt,279,232
Salt,334,315
Salt,18,345
Salt,254,208
Salt,5,336
Salt,39,393
Salt,156,303
Salt,203,71
Salt,80,240
Salt,206,234
Salt,87,270
Salt,343,318
Salt,211,86
Salt,339,100
Salt,118,25
Salt,241,291
Salt,366,41
Salt,46,294
Salt,312,249
Salt,255,112
Salt,324,59
Salt,216,379
Salt,282,85
Salt,256,23
Salt,245,269
Salt,365,168
Salt,129,101
Salt,252,106
Salt,20,98
Salt,254,364
Salt,110,215
Salt,178,350
Salt,92,359
Salt,155,252
Salt,84,78
Salt,253,171
Salt,75,291
Salt,208,278
Salt,180,252
Salt,220,182
Salt,178,214
Salt,347,241
Salt,337,233
Salt,235,226
Salt,190,334
Salt,309,188
Salt,303,131
Salt,249,64
Salt,202,115
Salt,308,67
Salt,35,210
Salt,204,213
Salt,164,71
Salt,36,266
Salt,329,345
Salt,261,203
Salt,90,252
Salt,237,162
Salt,260,36
Salt,252,176
Salt,309,105
Salt,281,322
Salt,288,100
Salt,307,169
Salt,147,187
Salt,184,232
Salt,112,390
Salt,300,256
Salt,227,392
Salt,119,356
Salt,141,148
Salt,88,158
Salt,239,177
Salt,60,280
Salt,215,4
Salt,373,51
Salt,315,8
Salt,199,3
Salt,96,144
Salt,130,15
Salt,164,326
Salt,280,136
Salt,382,318
Salt,223,186
Salt,340,108
Salt,339,146
Salt,201,13
Salt,51,212
Salt,145,96
Salt,195,110
Salt,148,88
Salt,99,98
Salt,27,286
Salt,101,262
Salt,78,364
Salt,136,370
Salt,331,229
Salt,185,284
Salt,235,51
Salt,19,121
Salt,227,226
Salt,115,176
Salt,268,178
Salt,37,92
Salt,141,50
Salt,10,2
Salt,337,287
Salt,248,260
Salt,188,273
Salt,306,324
Salt,245,301
Salt,289,174
Salt,236,374
Salt,311,21
Salt,321,305
Salt,228,19
Salt,186,25
Salt,139,315
Salt,353,75
Salt,256,178
Salt,57,82
Salt,378,286
Salt,74,117
Salt,239,389
Salt,83,310
Salt,281,7
Salt,137,124
Salt,234,192
Salt,188,216
Salt,353,274
Salt,93,287
Salt,392,91
Salt,162,66
Salt,103,317
Salt,1,8
Salt,190,372
Salt,268,54
Salt,73,397
Salt,58,250
Salt,284,104
Salt,5,96
Salt,86,342
Salt,138,238
Salt,192,265
Salt,244,108
Salt,374,55
Salt,221,165
Salt,61,274
Salt,182,50
Salt,131,93
Salt,106,185
Salt,393,274
Salt,287,257
Salt,56,299
Salt,87,346
Salt,100,29
Salt,144,357
Salt,27,12
Salt,86,395
Salt,206,263
Salt,20,66
Salt,10,273
Salt,372,340
Salt,194,240
Salt,199,282
Salt,215,286
Salt,141,263
Salt,72,255
Salt,282,329
Salt,361,114
Salt,293,34
Salt,139,92
Salt,110,95
Salt,101,121
Salt,329,174
Salt,250,194
Salt,265,253
Salt,139,129
Salt,125,59
Salt,389,244
Salt,292,353
Salt,254,286
Salt,293,117
Salt,360,275
Salt,95,237
Salt,376,386
Salt,74,315
Salt,108,287
Salt,170,185
Salt,26,102
Salt,198,314
Salt,47,318
Salt,58,376
Salt,256,59
Salt,341,373
Salt,204,221
Salt,347,308
Salt,177,48
Salt,89,252
Salt,362,209
Salt,138,334
Salt,303,258
Salt,173,164
Salt,338,184
Salt,31,70
Salt,228,60
Salt,0,271
Salt,102,395
Salt,176,172
Salt,357,204
Salt,48,160
Salt,215,219
Salt,250,389
Salt,67,8
Salt,128,80
Salt,289,181
Salt,56,287
Salt,138,358
Salt,50,222
Salt,183,174
Salt,274,262
Salt,18,182
Salt,134,171
Salt,185,26
Salt,293,131
Salt,343,156
Salt,205,385
Salt,198,282
Salt,32,224
Salt,216,5
Salt,128,293
Salt,112,338
Salt,377,128
Salt,60,349
Salt,359,177
Salt,273,295
Salt,289,67
Salt,359,262
Salt,19,20
Salt,172,296
Salt,285,293
Salt,182,316
Salt,112,393
Salt,82,344
Salt,49,65
Salt,165,316
Salt,24,113
Salt,291,180
Salt,10,221
Salt,80,70
Salt,385,225
Salt,116,48
Salt,283,353
Salt,130,349
Salt,397,145
Salt,98,25
Salt,305,83
Salt,318,104
Salt,56,174
Salt,179,26
Salt,67,36
Salt,32,41
Salt,195,15
Salt,369,382
Salt,259,4
Salt,26,156
Salt,129,96
Salt,326,161
Salt,372,148
Salt,302,360
Salt,192,207
Salt,9,336
Salt,125,377
Salt,217,268
Salt,34,345
Salt,293,22
Salt,62,379
Salt,143,269
Salt,259,297
Salt,150,44
Salt,58,236
Salt,174,265
Salt,119,93
Salt,237,44
Salt,230,286
Salt,227,264
Salt,248,255
Salt,242,88
Salt,391,325
Salt,349,166
Salt,357,347
Salt,251,214
Salt,397,92
Salt,61,80
Salt,246,64
Salt,63,76
Salt,189,324
Salt,36,300
Salt,306,126
Salt,54,79
Salt,399,246
Salt,60,132
Salt,254,168
Salt,120,379
Salt,391,195
Salt,142,318
Salt,331,214
Salt,189,39
Salt,349,239
Salt,178,42
Salt,85,70
Salt,208,257
Salt,316,269
Salt,103,91
Salt,23,3
Salt,7,246
Salt,27,157
Salt,71,332
Salt,331,361
Salt,292,360
Salt,391,230
Salt,201,155
Salt,366,353
Salt,119,136
Salt,156,376
Salt,138,185
Salt,330,65
Salt,25,65
Salt,157,139
Salt,60,87
Salt,324,321
Salt,131,47
Salt,147,33
Salt,104,277
Salt,53,135
Salt,131,129
Salt,311,237
Salt,108,198
Salt,124,27
Salt,10,72
Salt,275,223
Salt,12,194
Salt,168,365
Salt,120,68
Salt,21,99
Salt,73,125
Salt,371,322
Salt,304,214
Salt,346,65
Salt,85,70
Salt,122,189
Salt,88,206
Salt,94,349
Salt,205,72
Salt,349,135
Salt,12,353
Salt,29,264
Salt,395,100
Salt,101,42
Salt,302,319
Salt,164,172
Salt,156,246
Salt,356,340
Salt,291,43
Salt,68,227
Salt,86,142
Salt,257,118
Salt,370,313
Salt,333,203
Salt,26,130
Salt,302,124
Salt,367,58
Salt,30,137
Salt,271,206
Salt,344,377
Salt,153,155
Salt,221,202
Salt,147,243
Salt,368,208
Salt,251,98
Salt,14,296
Salt,196,289
Salt,18,235
Salt,371,224
Salt,61,340
Salt,80,268
Salt,196,88
Salt,65,88
Salt,345,51
Salt,31,314
Salt,64,164
Salt,118,295
Salt,299,256
Salt,355,13
Salt,167,369
Salt,60,231
Salt,340,327
Salt,164,179
Salt,61,2
Salt,220,382
Salt,394,114
Salt,196,55
Salt,140,167
Salt,41,55
Salt,328,282
Salt,204,289
Salt,128,275
Salt,370,304
Salt,88,295
Salt,166,93
Salt,264,336
Salt,72,318
Salt,348,45
Salt,9,100
Salt,277,215
Salt,286,136
Salt,88,148
Salt,67,381
Salt,326,101
Salt,383,104
Salt,395,163
Salt,285,324
Salt,319,36
Salt,150,204
Salt,110,270
Salt,273,321
Salt,360,156
Salt,121,126
Salt,146,89
Salt,187,90
