Type,X,Y
Salt,199,377
Salt,261,293
Salt,379,308
Salt,57,304
Salt,131,125
Salt,399,174
Salt,172,87
Salt,136,378
Salt,232,61
Salt,47,30
Salt,203,153
Salt,149,255
Salt,134,0
Salt,238,169
Salt,261,89
Salt,391,236
Salt,200,252
Salt,168,60
Salt,273,90
Salt,226,306
Salt,202,267
Salt,20,341
Salt,292,114
Salt,184,397
Salt,236,286
Salt,279,212
Salt,158,265
Salt,56,100
Salt,85,218
Salt,235,37
Salt,369,43
Salt,320,93
Salt,385,377
Salt,182,61
Salt,131,263
Salt,337,26
Salt,68,133
Salt,342,175
Salt,263,234
Salt,146,224
Salt,217,193
Salt,92,182
Salt,40,144
Salt,53,247
Salt,301,123
Salt,210,56
Salt,317,296
Salt,211,343
Salt,383,348
Salt,311,175
Salt,259,328
Salt,73,106
Salt,399,263
Salt,318,208
Salt,185,95
Salt,102,194
Salt,71,270
Salt,257,198
Salt,234,384
Salt,302,169
Salt,41,191
Salt,247,285
Salt,152,241
Salt,145,209
Salt,220,234
Salt,192,258
Salt,70,134
Salt,351,136
Salt,386,197
Salt,184,37
Salt,353,398
Salt,186,292
Salt,394,70
Salt,209,87
Salt,396,281
Salt,288,168
Salt,395,322
Salt,234,207
Salt,8,314
Salt,61,287
Salt,246,329
Salt,266,22
Salt,149,55
Salt,288,316
Salt,324,119
Salt,3,66
Salt,231,338
Salt,153,227
Salt,10,34
Salt,270,173
Salt,264,380
Salt,323,196
Salt,110,196
Salt,310,392
Salt,47,145
Salt,99,41
Salt,44,252
Salt,120,117
Salt,286,132
Salt,108,197
Salt,100,3
Salt,268,396
Salt,53,229
Salt,6,163
Salt,322,148
Salt,75,263
Salt,26,155
Salt,19,251
Salt,271,66
Salt,83,385
Salt,102,78
Salt,0,132
Salt,304,332
Salt,12,289
Salt,176,325
Salt,346,110
Salt,343,3
Salt,181,40
Salt,284,213
Salt,156,364
Salt,262,120
Salt,303,82
Salt,263,121
Salt,247,294
Salt,229,305
Salt,285,105
Salt,150,89
Salt,67,190
Salt,127,279
Salt,306,60
Salt,104,94
Salt,275,349
Salt,76,65
Salt,237,235
Salt,81,120
Salt,170,149
Salt,51,275
Salt,49,197
Salt,190,320
Salt,155,184
Salt,99,283
