Type,X,Y
Salt,69,116
Salt,198,137
Salt,147,158
Salt,252,155
Salt,279,111
Salt,48,171
Salt,33,16
Salt,297,120
Salt,114,270
Salt,256,201
Salt,174,176
Salt,283,185
Salt,158,10
Salt,58,96
Salt,52,136
Salt,183,277
Salt,124,157
Salt,285,83
Salt,62,219
Salt,108,146
Salt,16,296
Salt,211,120
Salt,222,111
Salt,171,208
Salt,115,114
Salt,161,163
Salt,125,96
Salt,34,24
Salt,181,111
Salt,15,243
Salt,186,170
Salt,89,227
Salt,193,287
Salt,292,25
Salt,181,20
Salt,252,181
Salt,28,32
Salt,175,264
Salt,289,99
Salt,122,245
Salt,217,15
Salt,39,116
Salt,259,125
Salt,29,183
Salt,133,257
Salt,167,166
Salt,98,281
Salt,71,65
Salt,215,250
Salt,155,197
Salt,185,235
Salt,171,146
Salt,80,269
Salt,277,96
Salt,265,268
Salt,282,267
Salt,45,119
Salt,241,201
Salt,212,176
Salt,270,135
Salt,212,184
Salt,147,146
Salt,246,2
Salt,116,115
Salt,94,254
Salt,185,241
Salt,4,77
Salt,105,250
Salt,93,231
Salt,185,213
Salt,219,210
Salt,171,2
Salt,155,149
Salt,133,44
Salt,276,119
Salt,93,104
Salt,31,115
Salt,292,70
Salt,212,6
Salt,187,34
Salt,168,0
Salt,215,31
Salt,36,285
Salt,40,206
Salt,147,94
Salt,208,36
Salt,207,28
Salt,219,59
Salt,274,278
Salt,228,142
Salt,294,286
Salt,26,148
Salt,54,218
Salt,166,70
Salt,166,274
Salt,38,16
Salt,261,129
Salt,214,141
Salt,60,293
Salt,165,83
Salt,276,299
Salt,245,187
Salt,11,282
Salt,234,171
Salt,94,243
Salt,253,260
Salt,280,120
Salt,239,191
Salt,183,155
Salt,145,252
Salt,96,260
Salt,58,64
Salt,283,50
Salt,259,239
Salt,41,177
Salt,175,51
Salt,252,131
Salt,255,178
Salt,268,64
Salt,70,283
Salt,109,10
Salt,87,195
Salt,191,141
Salt,272,177
Salt,113,206
Salt,219,209
Salt,55,83
Salt,87,203
Salt,234,274
Salt,268,252
Salt,205,46
Salt,237,19
Salt,93,57
Salt,4,111
Salt,32,114
Salt,60,227
Salt,27,240
Salt,279,130
Salt,236,13
Salt,69,165
Salt,112,21
Salt,81,287
Salt,239,174
Salt,11,43
Salt,261,36
Salt,155,131
Salt,66,293
Salt,298,173
Salt,40,223
Salt,297,262
Salt,73,0
Salt,233,289
Salt,183,80
Salt,216,295
Salt,202,14
Salt,73,92
Salt,5,100
Salt,238,220
Salt,175,236
Salt,157,134
Salt,52,43
Salt,295,165
Salt,294,94
Salt,165,118
Salt,288,225
Salt,252,209
Salt,295,242
Salt,16,216
Salt,14,46
Salt,50,155
Salt,290,123
Salt,179,175
Salt,204,110
Salt,43,109
Salt,113,173
Salt,213,181
Salt,36,269
Salt,150,104
Salt,125,193
Salt,201,190
Salt,109,250
Salt,171,246
Salt,99,205
Salt,187,194
Salt,219,138
Salt,203,3
Salt,260,100
Salt,273,251
Salt,214,296
Salt,265,119
Salt,205,239
Salt,222,124
Salt,157,188
Salt,106,152
Salt,223,83
Salt,192,68
Salt,205,130
Salt,11,290
Salt,97,245
Salt,71,8
Salt,34,11
