Type,X,Y
Salt,17,30
Salt,212,2
Salt,238,264
Salt,183,36
Salt,247,14
Salt,4,89
Salt,53,6
Salt,145,178
Salt,34,51
Salt,86,28
Salt,101,88
Salt,82,223
Salt,296,256
Salt,169,61
Salt,226,183
Salt,18,114
Salt,284,242
Salt,224,36
Salt,148,201
Salt,277,213
Salt,112,259
Salt,266,190
Salt,69,298
Salt,38,75
Salt,240,226
Salt,177,222
Salt,117,283
Salt,288,159
Salt,231,93
Salt,73,112
Salt,2,108
Salt,70,13
Salt,213,26
Salt,102,152
Salt,184,171
Salt,234,78
Salt,177,4
Salt,106,179
Salt,6,273
Salt,183,92
Salt,53,242
Salt,42,141
Salt,90,122
Salt,261,209
Salt,296,132
Salt,298,248
Salt,238,223
Salt,106,139
Salt,97,32
Salt,88,283
Salt,42,30
Salt,260,272
Salt,296,296
Salt,87,140
Salt,134,160
Salt,293,96
Salt,67,233
Salt,295,90
Salt,181,193
Salt,7,45
Salt,251,96
Salt,175,159
Salt,189,253
Salt,103,156
Salt,186,192
Salt,139,72
Salt,25,198
Salt,85,171
Salt,271,283
Salt,288,198
Salt,119,174
Salt,163,261
Salt,127,185
Salt,177,117
Salt,124,12
Salt,168,292
Salt,56,219
Salt,43,180
Salt,75,181
Salt,139,193
Salt,276,247
Salt,68,76
Salt,82,223
Salt,92,11
Salt,34,105
Salt,274,260
Salt,33,17
Salt,299,128
Salt,27,257
Salt,81,94
Salt,47,8
Salt,14,2
Salt,38,62
Salt,219,105
Salt,90,155
Salt,280,104
Salt,190,76
Salt,277,203
Salt,35,223
Salt,205,69
Salt,295,39
Salt,51,41
Salt,64,5
Salt,293,197
Salt,198,225
Salt,152,34
Salt,220,43
Salt,111,228
Salt,112,75
Salt,107,297
Salt,203,161
Salt,247,232
Salt,111,136
Salt,60,86
Salt,14,208
Salt,8,295
Salt,187,289
Salt,114,273
Salt,128,152
Salt,113,67
Salt,244,37
Salt,109,39
Salt,189,139
Salt,39,43
Salt,59,92
Salt,104,87
Salt,199,11
Salt,177,246
Salt,275,195
Salt,66,184
Salt,178,197
Salt,22,157
Salt,284,222
Salt,85,169
Salt,61,274
Salt,250,66
Salt,162,48
Salt,68,62
Salt,258,65
Salt,298,158
Salt,55,190
Salt,79,188
