Type,X,Y
Salt,201,85
Salt,70,247
Salt,51,91
Salt,16,228
Salt,154,141
Salt,129,125
Salt,59,40
Salt,276,175
Salt,198,31
Salt,75,218
Salt,239,127
Salt,17,214
Salt,118,294
Salt,192,131
Salt,282,276
Salt,275,6
Salt,234,199
Salt,198,71
Salt,141,168
Salt,157,32
Salt,162,214
Salt,25,19
Salt,250,54
Salt,195,92
Salt,264,12
Salt,71,133
Salt,175,189
Salt,144,224
Salt,54,250
Salt,178,236
Salt,77,123
Salt,74,82
Salt,61,199
Salt,276,166
Salt,88,155
Salt,280,252
Salt,138,2
Salt,246,114
Salt,201,157
Salt,125,99
Salt,97,218
Salt,100,215
Salt,194,110
Salt,154,224
Salt,17,174
Salt,278,70
Salt,187,67
Salt,55,6
Salt,46,206
Salt,41,46
Salt,147,133
Salt,29,49
Salt,192,41
Salt,213,20
Salt,106,236
Salt,194,233
Salt,34,53
Salt,111,265
Salt,125,11
Salt,178,44
Salt,271,136
Salt,57,100
Salt,281,173
Salt,66,134
Salt,198,134
Salt,176,161
Salt,26,7
Salt,183,246
Salt,141,255
Salt,299,162
Salt,182,69
Salt,210,177
Salt,89,108
Salt,217,218
Salt,258,71
Salt,247,108
Salt,263,109
Salt,220,281
Salt,109,190
Salt,121,189
Salt,186,203
Salt,186,67
Salt,41,169
Salt,290,206
Salt,188,37
Salt,188,164
Salt,271,91
Salt,107,237
Salt,75,110
Salt,95,138
Salt,152,3
Salt,135,283
Salt,178,173
Salt,30,219
Salt,71,30
Salt,285,119
Salt,213,76
Salt,201,42
Salt,170,242
Salt,159,285
Salt,39,266
Salt,243,74
Salt,231,253
Salt,188,51
Salt,67,171
Salt,117,224
Salt,50,131
Salt,100,140
Salt,192,36
Salt,180,40
Salt,62,198
Salt,145,7
Salt,280,104
Salt,25,14
Salt,268,13
Salt,288,292
Salt,98,26
Salt,274,17
Salt,26,62
Salt,29,172
Salt,67,219
Salt,247,79
Salt,215,187
Salt,271,148
Salt,188,55
Salt,124,42
Salt,46,236
Salt,291,118
Salt,238,144
Salt,290,268
Salt,6,180
Salt,286,191
Salt,109,137
Salt,150,243
Salt,117,75
Salt,86,92
Salt,22,171
Salt,21,184
Salt,245,286
Salt,252,19
Salt,73,100
Salt,139,271
Salt,215,66
Salt,49,61
Salt,162,47
Salt,212,270
Salt,27,226
Salt,229,279
Salt,288,52
Salt,293,100
Salt,235,232
Salt,46,63
Salt,89,224
Salt,0,179
Salt,119,150
Salt,91,13
Salt,159,166
Salt,151,91
Salt,165,154
Salt,63,0
Salt,4,77
Salt,97,5
Salt,298,181
Salt,197,201
Salt,17,86
Salt,171,82
Salt,43,297
Salt,269,125
Salt,1,236
Salt,82,94
Salt,227,234
Salt,101,121
Salt,223,219
Salt,254,29
Salt,57,73
Salt,109,292
Salt,161,115
Salt,87,77
Salt,192,277
Salt,106,139
Salt,87,133
Salt,220,249
Salt,75,107
Salt,259,68
Salt,232,220
Salt,34,116
Salt,52,137
Salt,275,84
Salt,3,47
Salt,106,177
Salt,96,97
Salt,184,112
Salt,190,261
Salt,130,200
Salt,210,134
Salt,99,78
Salt,268,293
Salt,192,206
Salt,37,21
Salt,90,245
Salt,210,35
Salt,67,294
