Type,X,Y
Salt,278,31
Salt,128,198
Salt,278,49
Salt,228,347
Salt,144,352
Salt,279,43
Salt,214,9
Salt,297,118
Salt,354,80
Salt,328,339
Salt,134,23
Salt,338,382
Salt,128,201
Salt,344,9
Salt,199,102
Salt,217,144
Salt,162,361
Salt,390,280
Salt,215,121
Salt,221,121
Salt,395,333
Salt,315,63
Salt,81,157
Salt,195,347
Salt,164,236
Salt,148,261
Salt,93,232
Salt,224,28
Salt,218,24
Salt,136,88
Salt,290,258
Salt,388,90
Salt,306,235
Salt,72,158
Salt,325,283
Salt,21,254
Salt,325,16
Salt,160,187
Salt,125,105
Salt,87,130
Salt,200,310
Salt,51,361
Salt,250,192
Salt,285,101
Salt,261,393
Salt,396,41
Salt,191,162
Salt,270,304
Salt,182,14
Salt,19,81
Salt,277,131
Salt,32,368
Salt,273,317
Salt,252,21
Salt,303,332
Salt,134,11
Salt,18,262
Salt,381,175
Salt,344,196
Salt,338,203
Salt,354,162
Salt,259,183
Salt,396,98
Salt,340,16
Salt,36,204
Salt,151,88
Salt,121,8
Salt,212,24
Salt,345,221
Salt,358,97
Salt,72,111
Salt,161,212
Salt,190,296
Salt,126,197
Salt,398,129
Salt,324,43
Salt,278,226
Salt,147,149
Salt,46,375
Salt,179,234
Salt,211,117
Salt,40,344
Salt,269,219
Salt,10,209
Salt,30,167
Salt,102,252
Salt,334,12
Salt,103,178
Salt,300,189
Salt,297,123
Salt,349,161
Salt,33,144
Salt,246,222
Salt,74,38
Salt,334,204
Salt,0,315
Salt,150,254
Salt,386,121
Salt,164,45
Salt,311,136
Salt,102,377
Salt,12,108
Salt,43,259
Salt,166,192
Salt,106,186
Salt,126,88
Salt,399,123
Salt,33,224
Salt,254,344
Salt,230,348
Salt,238,235
Salt,33,235
Salt,33,290
Salt,350,349
Salt,273,249
Salt,255,17
Salt,25,25
Salt,360,194
Salt,119,166
Salt,391,261
Salt,300,347
Salt,249,119
Salt,245,109
Salt,255,203
Salt,284,213
Salt,149,313
Salt,229,384
Salt,314,187
Salt,16,70
Salt,6,188
Salt,397,363
Salt,336,309
Salt,239,307
Salt,351,322
Salt,129,125
Salt,197,9
Salt,56,178
Salt,244,105
Salt,373,295
Salt,18,265
Salt,98,365
Salt,6,286
Salt,12,256
Salt,73,383
Salt,146,336
Salt,334,69
Salt,28,192
Salt,82,129
Salt,36,228
Salt,279,68
Salt,112,301
Salt,142,289
Salt,334,49
Salt,225,243
Salt,311,255
Salt,275,394
Salt,243,218
Salt,354,5
Salt,308,351
Salt,140,380
Salt,349,21
Salt,213,93
Salt,308,124
Salt,156,386
Salt,20,141
Salt,325,15
Salt,176,92
Salt,282,305
Salt,156,334
Salt,114,237
Salt,151,380
Salt,396,326
Salt,324,3
Salt,214,108
Salt,328,219
Salt,339,179
Salt,307,303
Salt,210,246
Salt,88,339
Salt,11,391
Salt,26,242
Salt,348,25
Salt,134,322
Salt,104,261
Salt,330,172
Salt,5,118
Salt,308,94
Salt,68,257
Salt,115,16
Salt,325,6
Salt,196,276
Salt,336,331
Salt,90,129
Salt,371,132
Salt,165,245
Salt,55,155
Salt,212,138
Salt,103,223
Salt,11,151
Salt,115,200
Salt,140,288
Salt,71,284
Salt,318,129
Salt,279,300
Salt,388,83
Salt,52,341
Salt,239,243
Salt,240,4
Salt,8,54
Salt,399,52
Salt,359,216
Salt,250,329
Salt,54,284
Salt,104,68
Salt,236,246
Salt,390,241
Salt,315,64
Salt,91,190
Salt,161,123
Salt,136,43
Salt,32,132
Salt,217,351
Salt,42,113
Salt,260,127
Salt,61,104
Salt,152,360
Salt,268,165
Salt,98,350
Salt,224,357
Salt,376,263
Salt,104,47
Salt,124,240
Salt,302,302
Salt,132,281
Salt,61,111
Salt,342,75
Salt,397,251
Salt,141,13
Salt,232,316
Salt,211,352
Salt,137,65
Salt,5,149
Salt,32,61
Salt,362,214
Salt,157,237
Salt,388,214
Salt,186,118
Salt,387,45
Salt,319,225
Salt,57,385
Salt,248,135
Salt,104,394
Salt,65,60
Salt,170,332
Salt,376,74
Salt,356,180
Salt,319,46
Salt,166,279
Salt,339,71
Salt,306,379
Salt,292,15
Salt,395,228
Salt,125,221
Salt,97,332
Salt,68,349
Salt,45,274
Salt,329,218
Salt,160,9
Salt,278,318
